,Epithelium,Myeloid,Stroma,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID003365-1,0.1892677467896343,0.00024771403233147176,0.2948830715814941,0.15841833004576153,0.2642741228720585,0.006462421915181604,0.08644659276353837,0.7281834040885836,0.6018421390725256
CID003366-1,7.393757460659311e-05,0.035349767667618034,0.17457910369545276,0.1837230000618704,0.12258261059002573,0.21553777371871494,0.2681538066917115,0.8054468030545494,0.6057545829621306
CID003367-2,0.004500256917695807,0.053689051452922666,0.19089690486271993,0.24975668880468757,0.12653856057554436,0.035050999464082466,0.3395675379223471,0.8599193909538737,0.6222921705803568
CID003368-1,0.031286933206850574,0.02241400246649483,0.1631129083049769,0.22716397102224767,0.24977163816990428,0.023579408066762706,0.282671138762763,0.8406741253418774,0.6053052195277975
CID003369-1,0.1708032376813608,0.06712960979147573,0.20554886842739048,0.14232968250787945,0.12767536979198923,0.03011213688228513,0.25640109491761925,0.691216412019226,0.5778837411462947
CID003370-1,0.01582964782703092,0.012495868995980725,0.03327723647393471,0.26877465506046994,0.1609366306950104,0.2441305017141446,0.2645554592334287,0.8198621468486536,0.6836721877719768
CID003371-2,0.002586042308805942,0.010778977107381944,0.05926665996716257,0.3062061232938307,0.10454998218244457,0.21049113268632624,0.3061210824540481,0.7927894470103761,0.6529017623271799
CID003372-1,0.00036045398644778516,0.027802408607887432,0.0937944628769016,0.37996928700209603,0.13351553517346146,0.05366957319681853,0.3108882791563871,0.8399480202201344,0.6208815075468526
CID003373-1,0.16569034987043,0.030949689353993566,0.1379821874810639,0.2294330019840048,0.12519823581027734,0.09827555097417412,0.21247098452605626,0.6986401485357248,0.6118260564279924
CID003374-1,0.39361207409170773,0.00824894730230209,0.12939771803494446,0.006759499277620135,0.28952559950148293,0.17207773972948767,0.00037842206245501816,0.7399605336562458,0.586650822885446
CID003375-1,0.15881611692802924,0.02104707452644503,0.33918136634929485,0.0009634211092175123,0.34140568567099194,0.13219209722105846,0.006394238194962953,0.7688438248408263,0.5910781569638113
CID003376-1,0.08349207190517688,0.053988337388163755,0.35789879308597405,0.0001520865892727558,0.37532054351905014,0.04971933543700017,0.07942883207536224,0.7950501474254619,0.5967570234998444
CID003377-1,0.08310478872343037,0.18492156795082318,0.1393147461652099,0.09331999882785114,0.19580161976046712,0.03285046734281707,0.2706868112294012,0.6548349315389377,0.5189553460953085
CID003378-1,0.4412397173552128,0.0007466634904496451,0.14326258969580274,0.07273310417713844,0.20239248435603738,0.13185022640851315,0.007775214516845948,0.7739720004396791,0.5867782860147782
CID003379-1,0.23084176046031066,0.025719186962902266,0.16915655701152382,0.13376926486434432,0.2629792758309839,0.15161608708498842,0.02591786778494662,0.6954269646292733,0.5368253099729301
CID003380-1,0.12750527644902837,0.01205973468777102,0.08564222689540577,0.19260788165086706,0.23992264197467553,0.08916863069484676,0.2530936076474055,0.7235007851405661,0.618180161876342
CID003381-1,0.031643254678278186,0.018313569976127216,0.13061816636502782,0.3901250161006598,0.04931467108835707,0.008888310033044574,0.37109701175850524,0.6967129320271527,0.6336200158459369
CID003382-1,0.08330153577432699,0.000719521738705049,0.13221447485565513,0.25557387782541496,0.15275735436792176,0.09030228664789026,0.2851309487900859,0.6775798342534626,0.6172090436684269
CID003383-1,0.14750880101292882,0.00157573195529039,0.2385736154296196,0.12384148473295217,0.19820935931500464,0.2123572231972179,0.07793378435698656,0.7906928427499688,0.5951753697183453
CID003384-1,0.13154379767128666,7.318099710028653e-05,0.23388160538620048,0.10770271291386677,0.352339590722112,0.09780540440919017,0.07665370790024363,0.7827235732782959,0.5877677397923281
CID003385-1,0.13447997120505317,0.0029620801176242335,0.31134290760500577,0.04638955692856168,0.33880250093158604,0.1194988765318287,0.04652410668034046,0.7306435165141812,0.5790594747033389
CID003386-1,0.0001003972761573233,0.07912224392242864,0.06616177819658334,0.2931600176649179,0.15953602235164902,0.11628313883984336,0.2856364017484205,0.7102830320091482,0.534391338541487
CID003665-1,0.2414274197672019,0.007243430533019993,0.0795408856248557,0.21911494078742821,0.04739954506433466,0.1617451592742508,0.24352861894890868,0.7220468538486385,0.60364482159963
CID003666-1,0.43805596610093495,0.04386716446014355,0.23399427189370428,0.0011238840433322312,0.23884483104573395,0.04396548085749114,0.00014840159865990555,0.7121062857594131,0.6119303423150553
CID003667-1,8.918301629651656e-05,0.017115136572725172,0.26263134995252896,0.19985385727764293,0.09426976484747931,0.20914644008069952,0.21689426825262767,0.8673070995835378,0.5561029419839828
CID003669-1,0.00015730466464871243,0.01363583496604166,0.29686435819752305,0.12033158372252015,0.0972948831847909,0.23665012811147326,0.23506590715300227,0.8032385166455962,0.5464465644548165
CID003670-1,0.0006234876706198569,5.778630645705601e-05,0.3243310373152425,0.17071650320006476,0.17955704451765908,0.14101152402390157,0.18370261696605517,0.7853603034134007,0.5147216503922827
CID003671-1,0.00022696548918788926,0.15054012209501616,0.17070000136976682,0.21644787646725094,0.12607309089358223,0.06095666653572941,0.27505527714946654,0.7954023884708848,0.5603168508202393
CID003672-1,0.0004561348104531186,0.0007597966718196265,0.09783754687455821,0.3829445975133252,0.08781056378538019,0.061968376699348994,0.36822298364511463,0.8313382269904008,0.6400919239821868
CID003673-1,0.20716159881888338,0.02117866761753588,0.019972027028551533,0.12297283055689784,0.245332529632746,0.14524989231904997,0.23813245402633543,0.7887741948377683,0.6323583094171331
CID003674-1,0.01066905728849642,0.027407893770864618,0.21693925060279204,0.15136887513264277,0.1695827152934017,0.022091566478964462,0.4019406414328381,0.6935429863472392,0.566065565183222
CID003675-1,0.03185755114785265,0.00014754344154586935,0.13738073922123878,0.054078910109290564,0.2662343715675797,0.2547993726105613,0.2555015119019311,0.757985942093888,0.6186716083475458
CID003676-2,0.06943837635086586,0.007403843720873923,0.13540081294548587,0.0465864396406366,0.38381151802354596,0.16005312864892418,0.1973058806696676,0.7486740396035748,0.5803638486043102
CID003677-1,0.09122527527141859,0.0031368959251386317,0.03678521051506796,0.41968005326065555,0.11877196349617927,0.002794191934991147,0.32760640959654874,0.7626384859518293,0.6333312818846011
CID003678-1,0.11956464769137176,0.06975267273443493,0.04439096885768449,0.26881870049567774,0.29262556256659294,0.1935618997363625,0.011285547917875595,0.7548541249033074,0.5809892989976211
CID003679-1,0.03611375381666777,0.004554667850086791,0.0090987186968889,0.28199156797826386,0.10046334194403575,0.18921453320891482,0.3785634165051421,0.8343151594594542,0.6692112120737398
CID003680-1,0.2031953184682313,0.00011681222954599675,0.1342210774758106,0.3043313960814178,0.23736414465109268,0.06275130230115554,0.05801994879274607,0.7212805041929781,0.581349609632473
CID003681-1,0.07862926439706615,0.0007204474956710726,0.10086424871319702,0.08196028737612485,0.33601225726963124,0.32560500356598504,0.07620849118232463,0.7647048082892393,0.5685629359390704
CID003682-1,0.22773811360313972,0.00011078658892151845,0.11064198929270906,0.12989179814398139,0.4141070763156297,0.11722637528569177,0.00028386076992683933,0.7334761190833154,0.5862439014210903
CID003683-1,0.32550927403174035,0.01107300259044394,0.12732573266563102,8.173719823689136e-06,0.22777583878980137,0.3082592574444055,4.872075815402616e-05,0.7202767879843506,0.52417654804948
CID004696-1,0.02040652912085597,0.01795401646800819,0.15571035042214992,0.2550155131131058,0.2476845458558137,0.28553018291214677,0.017698862107919544,0.8117471602558325,0.5897607754191702
CID004697-1,0.04814430877431622,0.042257856791984204,0.23310731322625455,0.249004192280266,0.20192102788858105,0.1574683430512971,0.06809695798730105,0.8018974279094219,0.5984542303173874
CID004698-1,0.008416011408895049,0.0025727006536797503,0.17252832913749333,0.23892442838078537,0.1866074307854317,0.2550557430539698,0.13589535657974508,0.8470782302944825,0.6144714280950337
CID004699-1,0.05101453404043304,0.0001144129493811806,0.21615788904795935,0.1422165824664969,0.20245651282577606,0.28684873779879383,0.1011913308711596,0.8364991793875933,0.6269123329531873
CID004700-1,0.08705188860175796,0.0008814476715958385,0.29403181530673045,0.13476186353604006,0.18404680390009484,0.28627911908526366,0.012947061898517145,0.8440318567445765,0.6254691534075016
CID004701-1,0.04028480138092575,0.005508681058729732,0.34022147146291254,0.11837416394116525,0.23644881570368081,0.24508363160250504,0.014078434850080911,0.8801289084942019,0.6472538176852177
CID004702-1,0.2409208426954592,0.0021732765105767246,0.24347641275956666,0.03131558097039495,0.21189775916555034,0.2655576542758227,0.004658473622629425,0.7882398051851952,0.5620552277586378
CID004703-1,0.0033716201172507,0.0056016166843999935,0.1926213686292087,0.20795303362600892,0.2600487428883671,0.08844058422357655,0.24196303383118808,0.8539283098628963,0.5835927112063898
CID004704-1,0.09744359017775671,7.946002407048737e-05,0.2890891172117132,0.22697019448495612,0.13051971757296563,0.09992353714054046,0.1559743833879974,0.8644615460510088,0.624775108341783
CID004705-1,0.0013314678908819336,0.05103849428274901,0.044117178415625756,0.2428157939800668,0.42747828067109056,0.12503535413046762,0.10818343062911842,0.8372706866718573,0.5954568466667622
CID004706-1,0.04314209051597603,0.0049794221570175455,0.12193957115451155,0.18392463046440016,0.24134184172530387,0.20423758865268457,0.20043485533010624,0.7991930495630363,0.6028681500995661
CID004707-1,0.01053755905557656,0.004099893540972475,0.11076879865737478,0.15761146915846552,0.31540352455971415,0.26028731396527643,0.14129144106262015,0.8106273628694821,0.5597204034192851
CID004708-1,0.15227968981767465,0.00016381577575955012,0.02906535424967366,0.3985262216790072,0.09427517658684355,0.08924564851772732,0.23644409337331415,0.8324692974128886,0.660615408075257
CID004709-1,0.00020249947046348403,0.00020421911124158742,0.13707008496683343,0.24615816184348738,0.025226819969693674,0.2576564615767388,0.3334817530615417,0.8794137501564523,0.6208262659763573
CID004710-1,0.027110167536375386,0.0005041215696080144,0.17920793526797404,0.23670513277860783,0.05134169223419235,0.2786369122124004,0.226494038400842,0.8526314591136257,0.6338239242763197
CID004711-1,0.09470844309190121,7.820103882476344e-05,0.13908411764710168,0.2675822865112485,0.034183316530148944,0.1919950634132387,0.2723685717675362,0.7840311851337454,0.6234499975676652
CID004712-1,0.10625546303531343,0.0007487471847974478,0.019908523179437414,0.3382067991896645,0.08198076694870675,0.17076321875944583,0.2821364817026346,0.7252286350444694,0.6174724347056917
CID004713-1,0.062337469500073746,0.00041819178588189964,0.2102868808612272,0.25134807467835535,0.29960008042877223,0.01103018650593831,0.16497911623975128,0.8101699247917984,0.6005733406654681
CID004714-1,0.11830172648863044,0.000672911512798181,0.22182249348267546,0.19600187890117793,0.2392284954685577,0.1312918641009133,0.09268063004524696,0.7866339668914776,0.6373017486954723
CID004715-1,0.3786161447386857,0.0010088757449359205,0.12293830544130016,0.00110324537596686,0.1649494482702817,0.3294262158239566,0.001957764604872947,0.7597772542300277,0.5849094025229655
CID004716-1,0.3253562141515497,0.0002758088915492065,0.18219565968010426,0.08782903283127899,0.18504558029736567,0.20590660835288158,0.013391095795270555,0.7472156130584426,0.5709329747895625
CID004717-1,0.13668292636707613,0.06575267184020031,0.1030751765831163,0.2752206252366949,0.2666670954665828,0.1515773149636846,0.0010241895426450528,0.7878092752297281,0.6138968741370914
CID004718-1,0.18126924445563486,0.009667968633006,0.20479654541578937,0.21248267048369673,0.24441728007501123,0.1392378875975248,0.00812840333933699,0.7182796558512287,0.592141098861814
CID004719-1,0.13674322141611128,0.0059618864209234285,0.34493067840641467,0.08070650952036282,0.26804361258246445,0.1621980727465289,0.001416018907194375,0.8225274251095401,0.6153511727190327
CID004720-2,0.06624572713545837,0.0008927895622341283,0.20330228712316722,0.18416958768714464,0.237491887727112,0.1410708066756563,0.16682691408922726,0.7960652390872903,0.6310235028896878
CID004721-1,0.046913989453731215,0.2111059327603691,0.12330070350820387,0.15987292544564657,0.14479292182830808,0.17474000374510573,0.13927352325863537,0.7508163732079671,0.5401206046188408
CID004722-1,0.13588946371447777,0.014329109240533273,0.19742564739184992,0.22419334039386146,0.35676569371228284,0.014121591390380498,0.05727515415661427,0.7542884819782851,0.5988850074198522
CID004723-1,0.15526054864466998,0.0013379399119465203,0.31381428713070336,0.12431329040139681,0.323687799846349,0.0771559955261827,0.004430138538751535,0.7810228002881676,0.5809797117908104
CID004724-1,0.31683419759045806,0.011239634205320604,0.19569439565042987,0.06221334891622786,0.28042778129800894,0.03441878615574794,0.09917185618380678,0.7722969683989174,0.5924590608893323
CID004725-1,0.02362048085955243,0.02747217329912622,0.052109465381912856,0.2572677695150248,0.1425505540708953,0.20446052542136267,0.29251903145212577,0.8422492114959186,0.6459852549521711
CID004726-1,0.046431589754026815,0.06736224046802695,0.10276189087347531,0.17537533237831848,0.20689165603105616,0.14961220132943784,0.25156508916565845,0.8222232973971911,0.6039845188383784
CID004727-1,0.2786773080726594,0.0006548925562503111,0.11207842744533052,0.020921931240532664,0.20299530299755214,0.28506022913224166,0.09961190855543332,0.7585447703103467,0.5152699221707893
CID004728-1,0.06879852290990389,0.0003194573775858693,0.1548152997216286,0.19493701940488478,0.25877304541665974,0.242025586453597,0.08033106871574006,0.7791736900069001,0.6157259751902037
CID004729-1,0.11937205664690334,6.68437184057103e-05,0.22632643052660706,0.07259630322056064,0.24734373749603014,0.23500974163537322,0.09928488675612,0.7822863831447523,0.6049162314778636
CID004730-1,0.23665559066297046,0.0004098392727260342,0.12227982553559456,0.15250217355950071,0.21939639573291425,0.014183655154628107,0.2545725200816659,0.7584973607616793,0.6085527632875279
CID004731-1,0.002779310907956346,0.01919912471490614,0.032600805357986345,0.32101034363189374,0.02947379616803173,0.016699685359135415,0.5782369338600902,0.8019303648775363,0.6632484703704621
CID004732-1,0.22940721561253336,0.0006139948942273098,0.26202651615944544,0.03353361093262638,0.2552536210601285,0.2168746560974766,0.002290385243562427,0.776027445323769,0.6021323683522742
CID004733-1,0.11550872323836568,0.0004289203208388022,0.2962140636498266,0.08074371275919504,0.1509761618887308,0.22574165501831095,0.13038676312473205,0.8461254712631208,0.607642073778767
CID004734-1,0.1747050345245578,0.00011795136261088351,0.23680919872989079,0.10809102375192253,0.20731372650378718,0.15569892780779931,0.11726413731943167,0.7569793025565139,0.5625817384211464
CID004735-1,0.0922122921871384,0.0014913479168345207,0.06211620642170647,0.31773588295007654,0.05399377489285728,0.18467810863745387,0.28777238699393287,0.7676865887901833,0.6299010034056591
CID004736-1,0.07416296709055763,0.011255767072498705,0.159814639670124,0.02315634704117984,0.3123938919404689,0.3382720466842412,0.08094434050092976,0.7774820382016784,0.555894512390225
CID004737-1,0.11609397276716366,0.004412970578315431,0.2403700979428519,0.07021269664273692,0.2483077190666477,0.22045198692858564,0.10015055607369885,0.8098178329819232,0.6167627483020075
CID004738-1,0.3038059304779695,2.261539703972722e-06,0.29094002949045067,0.04595255072629059,0.3144204199776086,0.04484037897774207,3.842881023467122e-05,0.7698569471598509,0.5884998401057273
CID004739-1,0.003699851952813627,7.940934663976556e-06,0.23181302199999124,0.08882270851670325,0.1926182847351958,0.21803275609270503,0.26500543576792696,0.8778702428251044,0.6139201066230179
CID004740-1,0.06226480595546562,0.0007509360023154577,0.17072576278386462,0.12147113904521332,0.26610383573205426,0.205631421803831,0.17305209867725577,0.8658678157716193,0.6013683611590306
CID004741-1,0.16514679611477914,8.713851964281011e-05,0.28491967115545275,0.10896853855053804,0.06192551939873577,0.13047459178745208,0.24847774447339935,0.7915134542335963,0.6130436016409584
CID004742-1,0.001242559416518718,0.00045341910087309437,0.31232951831561395,0.008309873715257718,0.2403120784020508,0.2968123520175582,0.1405401990321275,0.8436853709163905,0.5613961938482165
CID004743-1,0.2774284609259013,0.00033979104111810695,0.2243721123681272,0.02903421771645513,0.2469625767351116,0.00898298825792836,0.21287985295535827,0.725124087987198,0.543160413341573
CID004744-1,0.059487398874656525,0.0010208554858531238,0.26527597721052226,0.051921471954433675,0.30927258090104065,0.1402850907117436,0.17273662486175012,0.7959485509803699,0.5625114019773472
CID004745-1,0.05904103959326747,0.0002592031390332001,0.1832516918384733,0.16684242412383576,0.2074912762775425,0.18197740532185502,0.20113695970599257,0.7904689533740887,0.6132968125775753
CID004746-1,0.10242625153758338,0.0006614272644680353,0.2517216772050061,0.020078144654392664,0.2588103646765041,0.2546908208958165,0.11161131376622922,0.781760984809675,0.5600402591531867
CID004747-1,0.00017204992487088506,0.07075551890563886,0.10336282797178051,0.1453976761089222,0.2428932906363198,0.19340966969555737,0.24400896675691044,0.8156062279193846,0.5331939134183232
CID004748-1,0.11025942838361327,1.6356293190890298e-05,0.268629656568257,0.23071013304866525,0.2972531307847849,0.013858657191407936,0.07927263773008075,0.8193326578704705,0.6212140765956655
CID004749-1,0.3698429863137705,0.00023986642927953215,0.21016608466841352,0.00485874568988097,0.3166990695767151,0.09177864435719695,0.006414602964743632,0.7747386548629704,0.5821239493563298
CID004750-1,0.07361544118468746,0.0008193517390725112,0.23212593047926414,0.07027824637694988,0.29958589165662464,0.06503768921371139,0.2585374493496901,0.776112521487688,0.5452980355599683
CID004751-1,0.06885068057832662,0.0018796446110871385,0.04438593307029356,0.29825452375307493,0.0832817291028223,0.06256707938228784,0.4407804095021076,0.7121040129286006,0.601349541378982
CID004752-1,0.002662200193926325,0.05292292538377716,0.050363377089224566,0.2564422187618494,0.14425806732119553,0.22845688972267877,0.2648943215273482,0.8539311559142845,0.612559360858336
CID004753-1,0.03928102554398303,0.026138787774990346,0.10004149267596174,0.21354385256543498,0.12052952359311657,0.06405795111475994,0.4364073667317534,0.8338105212827722,0.6335976766328396
CID004754-1,0.2970849774371856,0.0185476282797443,0.16532828489297652,0.2299800262196467,0.21741522453047815,0.030046251385494858,0.04159760725447385,0.8122336570242447,0.6383575012060327
CID004755-1,0.26529560964964055,0.008512911293495315,0.12745575850133106,0.21437007861179505,0.07434692484926757,0.25169602117114104,0.05832269592332956,0.7435331340319142,0.6129777770921008
CID004756-1,0.026740845033823946,0.007909032800791348,0.04972671490246163,0.31654911566065086,0.32893533548504644,0.01687067411033665,0.25326828200688917,0.8085650967847209,0.6037631821624643
CID004757-1,0.11492972729391229,0.002553413717934526,0.105718194686509,0.34266810253362556,0.2311412570168595,0.0001557948394040521,0.20283350991175497,0.7832912117727864,0.6118250843333882
CID004758-1,0.2704551234766976,0.0034730702579016384,0.2619778976941647,0.02944928927385258,0.19752471849784817,0.18396609750646642,0.053153803293068874,0.7750923044692469,0.5674282157361356
CID005704-1,0.0030736557703865772,0.016132447628806473,0.4946360648735218,0.06640268153821598,0.048416911838724354,0.3545156708061691,0.01682256754417574,0.8922026127975036,0.6154966410480168
CID005705-1,4.9231282757042806e-05,0.02649127178082181,0.5246054382416252,0.06128843962459849,0.02985458271956177,0.2551012466632722,0.10260978968736346,0.8941859861142373,0.6398291144061973
CID005706-1,0.03617464936252105,0.044940257116424416,0.18346268258777393,0.19481704444584308,0.06956996600593686,0.25829262950308257,0.21274277097841807,0.7895446324183346,0.6344974129272934
CID005707-1,0.00017557982850595035,0.02195608566359307,0.3240361281523816,0.11824271687551349,0.0736914828149328,0.31947606096612846,0.14242194569894473,0.8365103474463642,0.5951744068190307
CID005708-1,3.5887444291700405e-05,0.026115920832363557,0.1868991141255096,0.07835547408449334,0.03164282885906001,0.27455669449467,0.4023940801596117,0.8009143325372478,0.567141931301196
CID005709-1,0.10244235672637478,0.005014313211925086,0.02752913033505435,0.1860525657133919,0.19806666736325346,0.20898084904362438,0.27191411760637607,0.7462232570223737,0.5652297087875326
CID005710-1,0.05418014770145998,0.00010686547787545114,0.24263032916399832,0.1665170545182726,0.21656855479210674,0.1640402231681183,0.15595682517816858,0.820885247275982,0.6030657119700383
CID005711-1,0.07284465826885815,1.3002687135740594e-05,0.28358634609244515,0.1147120320871442,0.09157621788258756,0.2290285578977679,0.20823918508406125,0.8505802293658364,0.6144933367368017
CID005712-1,0.21354846270299338,0.00022285508852195655,0.1378105493567419,0.18868256717692247,0.29495648146943226,0.020736817299747638,0.1440422669056404,0.7816518861731234,0.6031839296014835
CID005713-1,0.031130767831994324,0.004147197153830323,0.47822676370497225,0.04248158747624836,0.30201789505739485,0.02838201708997183,0.11361377168558807,0.854703384524311,0.5720314613072209
CID005714-1,0.035997406790158115,0.0020801360591304126,0.33065954495740807,0.028271443865623604,0.2513256753596107,0.3045959299338268,0.047069863034242224,0.8423986058918592,0.5506250545922488
CID005715-1,9.017430972813742e-05,0.0010791749999655993,0.6242921687578789,0.07312793144745319,0.02681875256138298,0.10108607443857281,0.17350572348501841,0.8938924585052912,0.5998706956914824
CID005716-1,0.12048983195008096,6.295469646523492e-05,0.17536290633104712,0.09394314707269072,0.40365909506523473,0.05949670779094756,0.14698535709353355,0.79812388292483,0.5704992401015626
CID005717-1,0.08951655807723218,2.863023173797401e-06,0.22078452048182498,0.18072221960915652,0.23899772253179552,0.04136191861416808,0.2286141976626488,0.7791294838061155,0.5724172011158599
CID005718-1,0.040479168465494195,0.0005098998565067553,0.230424797298425,0.13146369805599287,0.18692027187422833,0.23761141325417576,0.172590751195177,0.8203969332428708,0.5907773898285884
CID005719-1,0.02849881977014683,0.01258361991928651,0.30471104065009036,0.5453055681094173,0.08131307967008572,0.027534123003841542,5.374887713168912e-05,0.8261471287669097,0.5980721391876138
CID005720-1,0.02631717919126245,0.03919281173015663,0.3195428903805278,0.09667577286742601,0.1683744890792013,0.2456527492553295,0.10424410749609621,0.8228907395697391,0.547412160548453
CID005721-1,3.879015983183184e-05,0.002925309287816452,0.3177134876750391,0.08157366865362184,0.17410514886310213,0.3334382641463398,0.0902053312142489,0.854988285356792,0.5522585937817259
CID005722-1,0.1670550990710745,0.0012944784893380906,0.19777863970745996,0.10729694002925536,0.2543438396378446,0.24947372115046323,0.022757281914564238,0.7771465868254385,0.6004176957027129
CID005723-1,0.14776266442729602,0.005136875590329635,0.27339803772888543,0.1304731376717665,0.18817770961271987,0.16956844655622544,0.08548312841277705,0.7438610671554285,0.6209858926616905
CID005724-1,0.0428586914347471,0.0006274392738941223,0.4345241106944413,0.12960529045133684,0.23060135749377503,0.04521427679202936,0.11656883385977627,0.8713205085768803,0.6526746922684773
CID005725-1,0.00015414629836675128,0.010892151280516597,0.21018078166091747,0.21267035512272806,0.15810162213356174,0.23674161231240268,0.17125933119150671,0.8391792053474971,0.6279653350339501
CID005726-1,0.004676977003869215,0.0013086069478888236,0.2634125416541929,0.03746733542228342,0.10693015668388846,0.27748123261005875,0.3087231496778184,0.8031177544275072,0.5956619270693325
CID005727-1,0.1348155224233914,0.00012129562620915633,0.19832641676460816,0.07987852834440051,0.32373190265852775,0.20986980982358874,0.05325652435927424,0.7520113319963395,0.5882605738552019
CID005728-1,0.2322906620510402,0.0020919942904506304,0.36920246774918003,0.00021840269475491002,0.2890784903402725,0.1043490975285855,0.0027688853457162148,0.7889653634806809,0.595683987189288
CID005729-1,0.21300042498531352,0.0008545951631166127,0.3912856251900996,0.048681212602579724,0.16944824375041523,0.17504530254029618,0.001684595768179242,0.8092392553435992,0.6247282885552634
CID005730-1,0.27048491124866414,0.0005718622636025525,0.27513285249483527,0.008641990516225629,0.2111638939419437,0.16830585788881017,0.06569863164591848,0.8013120422091873,0.610798328311466
CID005731-1,0.2774443261484676,0.0001961923276396704,0.370752769927017,0.03499709069287205,0.12721837342148531,0.08011494484348027,0.10927630263903798,0.78364620432106,0.6391320866690403
CID005732-1,0.18763905322491284,0.00016870078690522472,0.15241585195657195,0.12111799096810166,0.17956581245467074,0.15887692344690488,0.20021566716193268,0.776955901382422,0.5968218251851602
CID005733-1,0.07571764807481556,0.00019374877134566344,0.31167646216558986,0.0724034584334871,0.29654024427197917,0.20146563153730704,0.04200280674547559,0.8371707592885631,0.5947679019031881
CID005734-1,0.28178494737983645,0.013652800258810018,0.27070013977179785,0.0006850138317288266,0.14018009069231738,0.2926532182551884,0.0003437898103210356,0.7589495351212998,0.5895479936391725
CID005735-1,0.1730693091889958,5.434531161234614e-05,0.23650543175329167,0.12832436868506994,0.15921462020518368,0.2476046242730596,0.05522730058278697,0.7923056052033409,0.6382032687733928
CID005736-1,0.15995555450174817,0.0005445799304503806,0.3178374547311655,0.08788214656556306,0.3330011111055452,0.09328356609735419,0.007495587068173607,0.7767419783558003,0.5835769906885446
CID005737-1,0.2269511854079989,0.00047340949144673313,0.33777738559551507,0.06143575645952982,0.3368705733114327,0.031678668429331105,0.004813021304745642,0.8191257548182178,0.5762914774212703
CID005738-1,0.08606510550697845,0.00024228380313475565,0.1993670369394709,0.1967328274581817,0.08848530063033942,0.2079611899019094,0.22114625575998528,0.7552888728890248,0.6211293572222258
CID005739-1,0.11036277524049658,0.0012458377838043457,0.3175308107199379,0.17955000884398073,0.31402951787632927,0.010773531252209097,0.06650751828324208,0.7936265950440016,0.601952447624514
CID005740-1,0.09845478797429756,0.0012743329664661265,0.27682304656671114,0.1276646801789164,0.23656791023406679,0.200946950311832,0.058268291767709875,0.8180161209589726,0.6202975217854222
CID005741-1,0.03576507602251757,0.0023240226090284976,0.4232485499524049,0.026424305979091654,0.04450112621103949,0.399000013767508,0.06873690545840995,0.8801206067681777,0.6387601866033096
CID005742-1,0.3031516143385035,0.042708410515769644,0.20443483362922527,0.0001351173224606381,0.22333394699617098,0.22604509324260721,0.00019098395526266125,0.7201748841129372,0.5848257140376485
CID005743-1,0.0007181486942708595,0.04414459572340561,0.07307861657393983,0.17242212791225014,0.25793112763921944,0.22519984485296485,0.22650553860394929,0.8247055043906617,0.5889834507325193
