,B Cell,Epithelium,Stroma,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID005425-1,0.12313295424468886,0.004838052455294375,0.14828056765106495,0.008144986075538412,0.023854822237622135,0.31030278703751407,0.3814458302982772,0.7188522004311478,0.5999378210588856
CID005614-1,0.3314165174203867,0.008815343359237938,0.15179367986111905,0.13188395474303038,0.029400027114020972,0.029575782518167112,0.3171146949840379,0.8430667246250815,0.6162227839811396
CID005616-1,0.0066872027897885485,0.046177027941641594,0.18547946595301434,0.2256468180847128,0.20885587943434777,0.13688130363000284,0.19027230216649202,0.7232616302028647,0.6168539122673912
CID005618-1,0.32547772183083634,0.00019036890894962556,0.14408252562146281,0.2158193175792186,0.00012564913462188103,0.19431537982802177,0.11998903709688889,0.8742708958751166,0.5626742904831012
CID005620-1,0.30314199878814735,0.004024264203368837,0.09526897706567673,0.20560584956358194,3.186848262256763e-05,0.22247450946448333,0.16945253243211922,0.8886998591797657,0.5793335725257719
CID005844-1,0.098340502699637,0.007051414086689278,0.5224213217920304,0.03948368701970534,0.010758547499826526,0.05654571708152304,0.26539880982058844,0.8759648246490352,0.6821086728479008
CID005845-1,0.37840100478204935,0.07470868984731113,0.0021759425778395233,0.3801261037828732,0.017559155085201374,0.09600699241254294,0.051022111512182486,0.8100998682370558,0.5342729769111946
CID005860-1,0.20198087017527405,0.0003129183933698425,0.3368676690028085,0.1566688266314601,0.04755068295239861,0.12269224944343807,0.1339267834012508,0.8509888461433387,0.6808604188414867
CID005868-1,0.04873697778774681,0.10986938844808199,0.37556972627507756,0.006891646495814316,0.16616635969860358,0.2882482801340234,0.004517621160652262,0.763502729045431,0.5473596946844826
CID005874-1,0.2130002814319624,0.013276695230629496,0.10860929313142847,0.17130240681727105,0.11008702478956614,0.11825295358625598,0.26547134501288644,0.8585319616508488,0.6586285685244809
CID005875-1,0.25883932837494794,0.03137340227379528,0.1054471705118323,0.23659245668368795,4.252455903893507e-05,0.16775700962831963,0.19994810796837795,0.8606169509996296,0.6688663971272583
CID006320-1,0.020728837226509606,0.017722220118324087,0.23820891375440187,0.31078647841401597,0.00013332940294173484,0.21484509027169316,0.19757513081211345,0.8807500189412388,0.6072123955244582
CID006322-1,0.20029637671309725,0.05937761654662824,0.2593790035230927,0.11627841558013727,0.07744731143199908,0.042453972089878014,0.2447673041151675,0.814253484392554,0.6444480921704469
CID006328-1,0.09548588419422953,0.04553932567995612,0.5787678799116094,0.07185084821625018,0.014446817310609811,0.05185813670024313,0.14205110798710183,0.84244367166558,0.6109684725579243
CID006331-1,0.2988535269973166,0.00019326215574960213,0.03936753758792212,0.30663102830822053,0.000336927278034826,0.12955260547786734,0.22506511219488895,0.8643104961887702,0.6151533408846657
CID006336-1,0.21550283417151755,0.03942918862555849,0.2010665583885082,0.18445395632220038,0.06872782190955506,0.11449909615798809,0.17632054442467215,0.8426912023956145,0.6707994276052898
CID006340-1,0.3322659508826639,9.768735006324757e-05,0.0872837288169467,0.1653725153125144,0.00019446406755544007,0.2495157660899452,0.16526988748031118,0.9094734457604133,0.5697302485151534
CID006468-1,0.36471779493385836,0.08058025363356296,0.06151121512427989,0.1501750693214412,0.0016292565070781214,0.3128240645688317,0.028562345910947754,0.706203007518797,0.5487208696948471
CID006469-1,0.0963204098704199,0.13875460332470288,0.07293641881671546,0.31676592147625515,0.11533236818451052,0.24804262163996227,0.011847656687433759,0.7252856849858114,0.700348081024302
CID006478-1,0.2116547261066535,0.050771448670024345,0.32920168684290496,0.2585959153611337,0.002575947095177576,0.026446391645514055,0.12075388427859188,0.8486823111610735,0.6162046360639987
CID006480-1,0.11408264162692053,0.011556890254172957,0.21216160675529688,0.3909249723842916,0.001538530808673697,0.0005881788597559548,0.26914717931088833,0.8344860666971219,0.6402656720888847
CID006484-1,0.23220422358857723,0.03523562835356718,0.2746775336534823,0.23130482954812837,0.032553144259900996,0.047345715534301155,0.14667892506204275,0.8038185207747244,0.6285406025634596
CID006486-1,0.0007246688226170905,0.008382249181864048,0.12249683212138908,0.34665653413486924,0.00046091751099147085,0.24395303878933483,0.2773257594389343,0.7854122343275038,0.5992917788400218
CID006493-1,0.2798844185709288,0.03163084618674676,0.20290384536662823,0.23525883241531526,0.0012003969270545718,0.0063555090049372265,0.24276615152838918,0.8975225838840912,0.6411373504849481
CID006494-1,0.253669526186391,0.03509438166671885,0.21718541509729922,0.22658780374239443,0.006101777237625758,0.07912047459394463,0.18224062147562609,0.8382156809664193,0.6223053012635588
CID006494-2,0.25044495536243416,0.055962932184360124,0.3125723208693934,0.05939447508876094,0.012247816023150003,0.03638723210135478,0.27299026837054674,0.7434414279718161,0.5893107385643167
CID006515-1,0.28606442862286363,0.026658113157263547,0.15061920351189045,0.2772232953662874,0.00025422969601655875,0.1473807788368936,0.1117999508087847,0.7928472377407239,0.5210851839713754
CID006527-1,0.007536564627332334,0.016378350039774198,0.5514646062427984,0.09089039424167583,0.0010237015798440178,0.2633433105537314,0.06936307271484385,0.9212222273999897,0.6684858901447293
CID006542-1,0.17357201724676402,0.030501448320746433,0.08943261937054502,0.31670650946169115,0.0015668554930788816,0.33995841862907933,0.04826213147809509,0.8093119208859524,0.60340776793598
CID006544-1,0.09374744405820268,0.05162641043787076,0.2588667155776197,0.12556596181767118,0.006974560733636927,0.20274915375676972,0.260469753618229,0.7659198506787843,0.6004358697432669
CID006548-1,0.40374297360475664,0.006569814717578789,0.2522092113831551,0.2084682892986191,0.0018003678174277273,0.013106751796428107,0.11410259138203432,0.8682337367530877,0.5979536025734109
CID006551-1,0.009900521435277886,0.026833967699748516,0.36141141206191557,0.25254670511092103,0.0010110376837588898,0.30032447111102356,0.04797188489735456,0.8125762155369175,0.5681346475442364
CID007329-1,0.024520878813015717,0.009843436961400906,0.44003659090253744,0.07887634995237493,0.028381714800187675,0.3756747033707224,0.04266632519976105,0.8440612019559388,0.6314180244252003
CID007330-1,8.477651402498306e-05,0.006919213622088094,0.09643886772389447,0.43485405074407174,4.2722633586503685e-05,0.3010117118328873,0.16064865692944685,0.7687720365065903,0.598022296147261
CID007338-1,0.09020021036975162,0.008930147621004096,0.13710361986296357,0.20867461117826697,0.00016544429458086458,0.26410217476144243,0.2908237919119903,0.8784442995484074,0.633359867335849
CID007346-1,0.0009796189372207414,0.03845245086982667,0.15374236576442674,0.28165895627009213,0.16757294431008743,0.15563912915206277,0.20195453469628352,0.7320179864845876,0.6718481116048802
CID007352-1,0.5404702300838652,0.0373315832722981,0.1828812093647444,0.04861883259963283,0.00013336279523791332,0.1144530063628507,0.07611177552137094,0.8167665206116427,0.5539255888330359
CID007358-1,0.2753226978442949,0.006229519309835865,0.17948367744503083,0.1514729536657244,0.0010258355549160572,0.21487838695011519,0.1715869292300827,0.854968494684462,0.6245316025214885
CID007659-1,0.23628654729336906,0.0466919460335884,0.04433901282116971,0.4788848213250066,0.0013532344890419274,0.06617792967659343,0.12626650836123088,0.7939402488435036,0.6236239444496643
CID007661-1,0.1507289989400801,0.02518715672543531,0.15704908497338368,0.2972646637455658,0.007095360222103756,0.09607213946734343,0.26660259592608804,0.8259762370499167,0.6033683399044345
CID007664-1,0.0054119995993311175,0.03603224350381579,0.2538972422335895,0.10476370264397282,0.024199772656227417,0.2886483791357121,0.28704666022735115,0.7825702312112186,0.66331311865976
CID007665-1,0.21712072990374767,0.026999258562062114,0.36507463894331765,0.16864396934332793,0.020198301311990935,0.04417567767039352,0.15778742426516026,0.840789528371157,0.6324485639146766
CID007666-1,0.2132934123171895,0.03191829298346526,0.17524771936489275,0.23351462444136048,0.023168682147070237,0.21857144683034346,0.10428582191567823,0.8040152393819805,0.646078951397088
CID007667-1,0.2613844768612743,0.015027344750354698,0.05597965550658933,0.3253774806358215,0.00026109295112407613,0.05666069124286998,0.285309258051966,0.8246192017206395,0.689808699156005
CID007672-1,0.36005106515534274,0.03428718653542081,0.3961534940285635,0.0474916095803984,0.0009030373572427748,0.061451266311827485,0.0996623410312044,0.8583181103971589,0.5824078314137922
CID007676-1,0.354006405389128,0.11442079788297367,0.2439939253697601,0.16880891775683365,0.020536299934573947,0.08048470102746828,0.017748952639262305,0.7866133866133866,0.6164454765117463
CID007681-1,0.2633057048748093,0.14778435064416484,0.11295897531423388,0.21655848006877743,0.05723483234536199,0.07424797184699301,0.12790968490565952,0.7009676402251807,0.6780579409145592
CID007688-1,0.01171399566505858,0.5626016628233919,0.27626076355147117,0.04791454356839656,0.06843428469576483,0.03299417363766662,8.05760582503456e-05,0.7007421613058928,0.6486923608509256
CID007694-1,0.08471144786758308,0.0617938593569611,0.22738831535540768,0.2675420890587313,0.2002641656875783,0.1262993430478181,0.032000779625920454,0.7882585911275326,0.6315759634908689
CID007697-1,0.07048712700244635,0.01435242803688537,0.24702928574449426,0.16963838404674061,0.016256542495103127,0.25354676533793236,0.22868946733639786,0.818757098120127,0.6585821141131276
CID007704-1,0.05639768444003048,0.035492997011806866,0.19933704092589807,0.31130906481176596,0.006551130397219439,0.21197633636825988,0.17893574604501927,0.850488984699511,0.621853659429773
CID007707-1,0.2520653066210726,0.1005671341109398,0.17030226758104886,0.0910513286895516,0.12842488278089612,0.2307987267949465,0.026790353421544417,0.7191184305151306,0.5773064580960944
CID007825-1,0.1921637847321541,0.011572092362758859,0.012466868938082581,0.2898218025288578,0.2688653143716685,0.2100085081142613,0.015101628952216896,0.8467852991147277,0.7157512070584239
CID007827-1,0.4374281231049667,0.03106280311309902,0.032948637761187595,0.22169532378115395,0.0010635411446209139,0.14466508079514948,0.13113649029982244,0.8464128094257665,0.6155757271526405
CID007829-1,0.36360811093186346,3.6761608156859124e-05,0.07327630091411834,0.49346883443974504,0.00018244806045451781,0.0033453594931741487,0.06608218455248752,0.881302907618697,0.5968064204373055
CID007845-1,0.1201837773219341,0.028783289358116554,0.24355310178535167,0.13599094797778272,0.006009994710391015,0.1796085344632409,0.2858703543831831,0.8405980328832373,0.5839211529733733
CID007847-1,0.2627797133484879,0.013774872334046282,0.09249238221946085,0.2283363539350839,0.017022135837676915,0.13299849434216995,0.2525960479830743,0.8414833272619853,0.6625008104990503
CID007849-1,0.232555513674879,0.059757880388212024,0.1369371816632333,0.1250639796084908,0.1829463550554334,0.2324874281826949,0.030251661427056452,0.8447165151330049,0.6151887969052222
CID008109-1,0.44243434087850075,0.03510107637401048,0.0024996229854476436,0.23375305441225977,0.009340065500665747,0.06720057330628472,0.2096712665428309,0.819726370383618,0.5750424759060654
CID008114-1,0.34573018162022545,0.002089690808282895,0.059931879416587154,0.2752211593166885,9.965779178943384e-06,0.06773768919076023,0.24927943386827678,0.8662514068692558,0.6475314275637881
CID008122-1,0.21288221314124964,0.1560846380460343,0.2867743050219423,0.19632174070619413,0.04981019543682516,0.08915893163735306,0.00896797601040143,0.698184996593169,0.6392473957942074
CID008457-1,0.028887615816903935,0.0030790501036614243,0.5050226497289129,0.1315124639279844,0.00011128474691520263,0.20582528642027892,0.12556164925534324,0.8889768909441628,0.6699496622999325
CID008459-1,0.07720526135850027,0.03714129364691833,0.336995737199606,0.10723964456659375,0.044909728409081306,0.26065149718898833,0.13585683763031203,0.8174394455311648,0.6165004995953105
CID008460-1,0.15194363387258644,0.04304151091947192,0.45309722376851047,0.06719553402625239,0.0012129296248364028,0.25665180573701424,0.026857362051328226,0.8112096166374982,0.594001422683072
