,Epithelium,Myeloid,Stroma,T Cell,Other1,Other2,rho_Spearman,rho_Pearson
CID004717-1,0.43097988726826536,0.008924986915998289,0.10913082866428556,0.3893657749669535,0.035515742449077625,0.026082779735419778,0.9210866328678896,0.8124890627584919
CID004718-1,0.408568344097256,0.025616694930315244,0.09830779392760597,0.07286345635188203,0.32335871926004955,0.0712849914328911,0.9394237052279198,0.7430752606522252
CID004719-1,0.36679230148183817,0.023621697589981352,0.3745037182978401,0.0701109481597634,0.08188343887789462,0.0830878955926823,0.93372463334948,0.7285652917762332
CID004720-2,0.1707429877741724,0.00015168804470555146,0.32045812957948433,0.1766324201955849,0.28633178297342426,0.045682991432628495,0.9264285523468598,0.6932357852598515
CID004721-1,0.2308888742505636,0.24744277173719884,0.10077944008402108,0.22164370986526308,0.12339913830857498,0.07584606575437852,0.8441387448854443,0.6780662767762323
CID004722-1,0.3693613372673711,0.056435789486646584,0.16369426212464497,0.10080871856050899,0.28047217542358927,0.029227717137239116,0.9371213254798471,0.7995595525320083
CID004723-1,0.3841254035445999,0.005182819916179439,0.3329779394727473,0.020933576521740646,0.09126975002290127,0.1655105105218314,0.9568940978940257,0.8116432328870131
CID004724-1,0.2844817434379999,0.0032309211990893924,0.26903330986449353,0.009663136466213381,0.24992088709708318,0.18367000193512062,0.9237599281174782,0.7237208428173441
CID004725-1,0.16796893037390684,0.0024336800327964168,0.04802083428396476,0.28450363466821277,0.16283725432786536,0.3342356663132538,0.8926195801168747,0.7837964705384604
CID004726-1,0.202280773683274,0.11229083449452221,0.14891363481221637,0.18527223304393883,0.18439667807204135,0.16684584589400728,0.9128747668174838,0.7249971369299297
CID004727-1,0.29522164690445785,0.03258077398370856,0.2870591236551504,0.044314393974777086,0.3141786304584937,0.026645431023412373,0.9196594762282663,0.6968206583031608
CID004728-1,0.3838066312134923,0.006312450020300471,0.16718313607419943,0.3695746322833065,0.06301118179828566,0.010111968610415795,0.9094968410854711,0.7398178874127744
CID004729-1,0.21841699590174624,0.004391138683933193,0.27978457171123416,0.07894248575638133,0.2919667747577816,0.12649803318892358,0.9283292279468602,0.7777249824634522
CID004730-1,0.26098230121158505,0.003695295281637309,0.21763798900570266,0.13152572578999774,0.19711324259828014,0.18904544611279706,0.9013728137528729,0.7268045235377238
CID004731-1,0.12581685327671516,0.03215144911332367,0.10037794623265023,0.3833193057940442,0.32413018243424546,0.03420426314902138,0.8138478908492376,0.6248286363985861
CID004732-1,0.6082036372233912,0.002109156246644912,0.351231910763925,0.0191994798942653,0.018477184617793588,0.0007786312539799177,0.9466815393195761,0.8488359569530594
CID004733-1,0.21014737857793622,0.028595015357995485,0.3229447872677485,0.040551891347539185,0.0593908106568631,0.33837011679191753,0.929764803504142,0.7099680349340237
CID004734-1,0.1500357374493844,0.00678330514235731,0.30175137765680404,0.03138724724634815,0.27660745806730247,0.23343487443780367,0.8798389400514195,0.6405650582891694
CID004735-1,0.22469987096030344,0.00581216021827283,0.22197979724088954,0.31497305622911537,0.2307716896542686,0.0017634256971502153,0.7879861007199029,0.6272881349359314
CID004736-1,0.3619573118545278,0.02650636454876945,0.24549708749143034,0.10383502550317633,0.2532457101603464,0.008958500441749643,0.9184144301007985,0.7444556698465041
CID004737-1,0.2950826022534621,0.02431471879299876,0.2716899135399664,0.0759971543906783,0.2115691451912418,0.12134646583165279,0.9579446958063219,0.7256469558993149
CID004738-1,0.4662443941556791,0.07582850786088374,0.31932503036479853,0.011702530698770652,0.029423316949384777,0.09747621997048324,0.8965516303238883,0.7454379614824514
CID004739-1,0.08045173829057055,0.012472848153398313,0.2292635117999563,0.1147779279934798,0.40792174527517217,0.1551122284874228,0.9152914324691253,0.7497965995859106
CID004740-1,0.2842640098209653,0.003663875054164657,0.3185777434932191,0.2487290301310185,0.10679759419873477,0.03796774730189758,0.938005260016659,0.8203068582657863
CID004741-1,0.17385897916738546,0.013978816903939555,0.3450996445076851,0.03665234068048436,0.18928751725494683,0.24112270148555873,0.8644778671225924,0.6711425659666055
CID004742-1,0.11446149571756448,0.00038780488401401385,0.256193764782573,0.1175950902541689,0.30452806417815587,0.20683378018352383,0.865786936532193,0.780913986658466
CID004743-1,0.2933245707214943,0.10264014714655012,0.3698637528194028,0.06296844397197099,0.1624922914781594,0.00871079386242233,0.8623166747400208,0.6772313612980957
CID004744-1,0.2092779476943346,0.003809654880274473,0.2812315859285841,0.20278500587017229,0.17978746189873882,0.12310834372789568,0.8768012181764754,0.7948744978169577
CID004745-1,0.24834173568390125,0.010041229506780696,0.2836116172398266,0.1845661230092262,0.1536894168072415,0.11974987775302384,0.9317063572744981,0.7614384780171641
CID004746-1,0.3986983731147021,0.05403215757576109,0.35013187091290243,0.05262063394416959,0.0327067115829041,0.11181025286956071,0.9368758180712585,0.7165888523536842
CID004747-1,0.09534380001053981,0.11195545368627179,0.14656183633399875,0.2501782423721226,0.11552630724401496,0.28043436035305214,0.8555948344275305,0.7700798427562542
CID004748-1,0.3163222019938538,0.0019118684557552174,0.3280280697887611,0.25484120937414256,0.09203232406111352,0.006864326326373803,0.9234398672534448,0.7430554115092987
CID004749-1,0.388523277914172,0.02106322322512153,0.19846349298520458,0.02515861961993226,0.363437265419173,0.0033541208363967157,0.9105167540056798,0.8143215644438271
CID004750-1,0.2785504190461962,0.05409820164977788,0.09949881249278061,0.09486110027869436,0.24152358669904136,0.23146787983350958,0.8740009575591424,0.7801502247318773
CID004751-1,0.340363387886874,0.0010862317046261803,0.059665072655133176,0.4115934658554892,0.18607233755620692,0.0012195043416706203,0.7943659338017258,0.6311691249085108
CID004752-1,0.07903718659728597,0.022710270441231962,0.055555752991509486,0.2751158169349289,0.30657623891864855,0.2610047341163952,0.9035016494940021,0.7753538601718198
CID004753-1,0.21583905828021785,0.010262023452136589,0.16315615622477547,0.2524851455455439,0.24532468969719703,0.1129329268001291,0.9176724004658497,0.7409961202311077
CID004754-1,0.2814023677951385,0.004366783066881611,0.26309990057329363,0.09242673854929002,0.14088885296163559,0.2178153570537606,0.9309625155884445,0.711882930626598
CID004755-1,0.3729440485775203,0.024118678519297384,0.08263297834522974,0.12779425997291047,0.36508860622133377,0.027421428363708412,0.7529691145582212,0.5624017903349962
CID004756-1,0.31750323669209496,0.04421681363037854,0.08781492755706799,0.3590226341826656,0.05858553690685606,0.13285685103093697,0.9230625384019449,0.7609452541361504
CID004757-1,0.3176394385911009,0.03950274497329865,0.12620519691158633,0.27595322410537365,0.22793424351927466,0.012765151899365834,0.9146371628515773,0.8139936164265467
CID004758-1,0.24208325379317724,0.021266471881628394,0.3383233670285516,0.0006137908630155542,0.27800355965434903,0.11970955677927818,0.8905190607218231,0.7805110388440325
CID005704-1,0.004843872025768208,0.06858061745652594,0.30567879997100106,0.11615712595692232,0.5031806183626849,0.0015589662270975321,0.8806120508162207,0.7105574863078313
CID005705-1,0.0008905352227304356,0.055657145907131916,0.5355302565388771,0.20364582456912952,0.20425364575781632,2.2592004314653123e-05,0.9215457365662979,0.7284989659093923
CID005706-1,0.15679591687642605,0.0015670044412973091,0.28364957500489263,0.18205678337221357,0.026693900087191212,0.34923682021797925,0.872586918168045,0.6713851745895936
CID005707-1,0.010462980723841622,0.17928900852583748,0.4337407021569645,0.3034001665983176,0.0717568601191573,0.0013502818758815444,0.8075489765266838,0.6702719719618334
CID005708-1,0.0007753118012132491,0.2861256025091273,0.36771347595778753,0.283427990313758,0.00924114101773303,0.05271647840038095,0.8142578460549432,0.6632706597682174
CID005709-1,0.28258588716923433,0.012990914933125462,0.015934692311288173,0.27015576661547747,0.3582218050559208,0.0601109339149539,0.7743515080276762,0.6552053301598343
CID005710-1,0.21113346948650205,0.00016772312195166425,0.33850278996562955,0.22652670477795173,0.09113437934407048,0.13253493330389438,0.9087485660132675,0.7190184384491466
CID005711-1,0.23759138272000094,0.009599593341727523,0.48640465285405304,0.21062247219877475,0.032998586719068024,0.0227833121663757,0.902588625010018,0.7051012626716314
CID005712-1,0.2606583119958471,0.016850877918090774,0.26607310875176854,0.08701495904961376,0.1977936224096559,0.17160911987502392,0.9205513851414528,0.735752241418596
CID005713-1,0.18935158118183168,0.024562619434184915,0.3407922917519217,0.1276881615311269,0.059455258189588155,0.25815008791134664,0.8434141574463341,0.6289486695258288
CID005714-1,0.20263413017112408,0.017166813006263406,0.26721574233547596,0.09419740177367339,0.2541192701540561,0.16466664255940705,0.85692384593979,0.7356476800915561
CID005715-1,0.00016665408217847376,0.00853371991802557,0.37614071542246613,0.22211637187166855,0.3926385953989599,0.000403943306701399,0.8944159536408526,0.7428848326666453
CID005716-1,0.25468740986621535,0.02359772293534311,0.14420582178585628,0.057285612084435826,0.2508654690479016,0.26935796428024783,0.9153207063286405,0.7928708300387715
CID005717-1,0.26637711946055953,0.0008495436349931065,0.19715720420159547,0.22061925048086367,0.07804775846586103,0.23694912375612723,0.8929821280688164,0.7328492992599377
CID005718-1,0.1329717703255731,0.006182148294053621,0.23776513896582838,0.1608245837211759,0.299212326526835,0.16304403216653401,0.8916899419749141,0.7079019590609776
CID005719-1,0.04944551361339264,0.010928267272976501,0.23353505085842813,0.33586503081277175,0.20646587895258348,0.16376025848984752,0.7459301316329857,0.6641168043021484
CID005720-1,0.08439469840386844,0.08430962770254055,0.21084094882866702,0.18891078899703556,0.25133433446791725,0.18020960159997115,0.8049858661647133,0.6676041254791028
CID005721-1,0.007153381323432025,0.033682242483602666,0.3022499695531523,0.16818215078723767,0.17111064571631904,0.3176216101362563,0.7761593187599471,0.6732707365713244
CID005722-1,0.36614082115025715,0.028922769402786284,0.31100106949681866,0.11272951326059964,0.06857133034980213,0.1126344963397362,0.9503189911988357,0.805559172367463
CID005723-1,0.21359596928204408,0.039338393846897024,0.27714127699576335,0.06806207259228259,0.270733701836151,0.13112858544686198,0.8911373310334424,0.7488432066435792
CID005724-1,0.11889632116854926,0.015340407621165017,0.42128797856002986,0.15461855642684033,0.10064430109665698,0.18921243512675856,0.8913603242583835,0.6816100095939668
CID005725-1,0.09745266338498897,0.00010275486077780452,0.3640896051587705,0.28779130221606775,0.2223986953256364,0.028164979053758664,0.9201373119974355,0.7327402895712273
CID005726-1,0.0867952998751779,0.019243186917455572,0.22902618147287468,0.09523589548478002,0.2935206282375064,0.2761788080122055,0.8232605357271687,0.5722854876728026
CID005727-1,0.23568383185155373,0.03109751163050974,0.1946415886424249,0.012950752577417115,0.35369365802113434,0.17193265727696017,0.9301765821601262,0.7286668898637577
CID005728-1,0.4491433512505757,0.01598078766416553,0.4046089067719485,0.004858522626643244,0.12515595051766892,0.0002524811689981313,0.9099329486099291,0.8338816287191664
CID005729-1,0.32483277353287804,0.033697860438696665,0.3346193363773433,0.006158951044651881,0.13995436046673618,0.16073671813969392,0.8972461912758187,0.7491157945927798
CID005730-1,0.40672618977603736,0.031988623710681376,0.4496029656454707,0.00044232156990408727,0.10789840192282635,0.003341497375080131,0.8948307642988806,0.7583981981211657
CID005731-1,0.2296253946536145,0.020652893489815045,0.31406335530496726,0.018299522197202964,0.26407089240232073,0.1532879419520795,0.867072426887736,0.6335757948726055
CID005732-1,0.23228827304332003,0.017147819300910472,0.24334562946931249,0.08232497220789164,0.15035152954808823,0.27454177643047717,0.8753292549354847,0.7603415167324934
CID005733-1,0.24614714591110873,0.02422768964341439,0.3985621760916824,0.1136634237863028,0.21678084211100784,0.00061872245648388,0.9190928110919454,0.7242116767477864
CID005734-1,0.4214872469979488,4.65196251323748e-05,0.436379499955832,0.00046003720125937456,0.14146580210166187,0.00016089411816570747,0.8781929726715003,0.7937012124818708
CID005735-1,0.20923690699155115,0.01353000517345278,0.37536292135812466,0.01830114226368666,0.05538595105806271,0.32818307315512196,0.8767483302273067,0.6860583415386293
CID005736-1,0.3371087172846731,0.006839349831962666,0.2244881436900689,0.04059819595710429,0.26901982654674295,0.12194576668944805,0.9499367092758622,0.807128062332073
CID005737-1,0.35581085652381567,0.08449567974064326,0.3150695996354069,0.01194035054257561,0.1354478228294917,0.09723569072806687,0.9492715070299986,0.7926330261443192
CID005738-1,0.16945692868614376,0.0038752895528383633,0.21435632742806918,0.2043087173756898,0.18989267086523667,0.21811006609202213,0.8619533566639063,0.7017786247928782
CID005739-1,0.19833733542114293,0.0006530048608011392,0.2867318271570224,0.11215723715233474,0.19025849167380268,0.21186210373489608,0.9265460317043896,0.7615055432699452
CID005740-1,0.21486921828777644,0.041271602883444135,0.3636051583957545,0.11557924590423717,0.0660792074750859,0.1985955670537018,0.9408128665216899,0.7243243421570372
CID005741-1,0.14225716387839674,0.027478167809001607,0.3417789779455169,0.032739547146952604,0.33822708615187097,0.11751905706826116,0.8810931399888455,0.755946856514749
CID005742-1,0.5514478682686812,0.00028717994821299,0.40335650382477034,0.0003361631524906177,0.04399454335305477,0.0005777414527900371,0.9288969297947303,0.813934187350217
CID005743-1,0.048205155987923035,0.01520502261294808,0.12338231459009488,0.1704735429689126,0.3185549965807108,0.3241789672594106,0.9121543128426264,0.7900576078394296
CID005744-1,0.23712354294766988,0.08276663008357217,0.23893144562369023,0.23078469558841358,0.1882467876827308,0.02214689807392336,0.894967380213755,0.7402968302875997
CID005745-1,0.006724144598516366,0.15743370648006194,0.3920367954114788,0.3019201478537348,0.12754776736422596,0.014337438291982255,0.88350309239134,0.7056314858599154
CID005746-1,0.07482934700180706,0.07966019859954834,0.10798983898186382,0.19734939738791293,0.2036612458152038,0.336509972213664,0.8490987044843188,0.6558223992829016
CID005747-1,0.000908087562321976,0.006059508453191283,0.38272854311231336,0.35547445511720543,0.2543858393806109,0.00044356637435717644,0.808376749690531,0.6961161327396602
CID005748-1,0.014404817590121933,0.03056100013895884,0.3829645684311246,0.4512723829708897,0.05428193933052967,0.0665152915383753,0.8562376722484458,0.7258022545294193
CID005749-1,0.226637756758141,0.0015152769897323153,0.18805084007546402,0.2160257950342061,0.27868667776061457,0.08908365338184202,0.8995485792614426,0.7635882223160246
CID005750-1,0.16692853085647982,0.0039056589788388765,0.28763726343616325,0.29099289099397324,0.22619118327171922,0.024344472462825582,0.8560842037774158,0.7397748418000976
CID005751-1,0.3200394385385537,0.04645577919092857,0.12927974155146818,0.4122305576812433,0.000470728495692775,0.09152375454211338,0.7353698608179948,0.4674182903342574
CID005752-1,0.448668573493373,0.00483173582468007,0.047448247482293794,0.2866627067709724,0.09945628822175193,0.11293244820692883,0.9357037907728476,0.818700116241693
CID005753-1,0.2483928532430645,0.002295543020419477,0.34926840255168423,0.18143518251674015,0.20974823785602348,0.008859780812068169,0.900322391957885,0.6984892769277502
CID005754-1,0.32317161965565117,0.0013373875739966204,0.2260227493206628,0.004261897585759185,0.3766474456136752,0.06855890025025503,0.9216690387024418,0.8417288760174412
CID005755-1,0.055487332983183986,0.09963284717186353,0.03602648448511744,0.42416365844530685,0.08504077254458348,0.2996489043699447,0.757500066785991,0.5512905817435726
CID005756-1,0.002830349895142728,0.01286189859483468,0.2793303209209838,0.18713957062617118,0.2535848345998041,0.26425302536306355,0.8816067301777313,0.7733590177915881
CID005757-1,0.0785209933792071,0.2788773890719807,0.0020879213065881624,0.286795783626723,0.3426843637356029,0.011033548879898197,0.7802306364589641,0.6602231129085634
CID005758-1,0.5179025621054719,0.037014073291232276,0.1933785616665583,0.07264645807658454,0.09261935058379221,0.08643899427636068,0.9180591719081005,0.7188953796368985
CID005759-1,0.0008025464961858526,0.27503245260451903,0.33504646696734736,0.3288544308430247,0.05971251500149903,0.0005515880874239991,0.7321387996234622,0.6806374839799392
CID005760-1,0.30138878675446384,0.000672470974885878,0.12767303489901205,0.004960606714653133,0.3920340304789713,0.17327107017801388,0.921477526873963,0.7426618970579139
CID005761-1,0.1083779528834999,0.09921556750444985,0.130725083225959,0.31907028696236994,0.298219999867867,0.04439110955585433,0.753821494403334,0.5810328332932176
CID005762-1,0.3121651780796772,0.010643413667197442,0.09461047677657501,0.04434088683754674,0.3079922155609558,0.2302478290780479,0.9485288820168366,0.7458116733487001
