,B Cell,Epithelium,Stroma,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID003666-1,0.0002286952495178675,0.28339839155335594,0.14028541487447357,0.00041040774288044184,0.16055312988334614,0.3513037061945782,0.06382025450184797,0.6755818888021433,0.6632538355568695
CID003667-1,0.12281019027194971,6.342494517800255e-05,0.305576066717264,0.1738733602754671,0.007231846838181964,0.29562954597057606,0.09481556498138324,0.91226119121957,0.6243215976299793
CID003669-1,0.19388975397557234,2.39157526985569e-05,0.2910613905654046,0.13602905646157093,0.0005098417326158418,0.2852398618198369,0.09324617969230083,0.8564593301435407,0.611940066237219
CID003670-1,0.33467127774856115,0.0021756062971541213,0.2154648800363099,0.11737150875698371,0.010944783020436307,0.3159749235248208,0.003397020615734051,0.8448029596378699,0.5620495325090128
CID003671-1,0.2613327998268528,0.0010074769498497492,0.11011222546670678,0.15586621518105515,7.755530086546013e-05,0.19949117423967883,0.2721125530349912,0.8578261936385506,0.6179796122885949
CID003672-1,0.2748682662161842,0.022031770368358003,0.0914018483921905,0.27800104305542145,0.0008568545246047015,0.13638215954377816,0.196458057899463,0.8727192809004614,0.6674858565813406
CID003673-1,0.0004157903111599032,0.192080980114493,0.029942804293438645,0.1662032477145514,0.22813358000316986,0.21016169101528823,0.17306190654789905,0.7767154860036608,0.6938237345910415
CID003674-1,0.22231793928472413,0.022944266860461693,0.2096213644566512,0.10867042917569936,0.004051706238173357,0.07285982669517647,0.3595344672891138,0.7150012657542321,0.6072794186657678
CID003675-1,0.17338076589165266,0.0413100394525913,0.17115299300645462,0.0698678418558259,0.23226957476364082,0.09582186638851474,0.21619691864132,0.7519549920465294,0.6937686483066186
CID003676-2,0.016430580124632523,0.07047758371656203,0.17302138338672907,0.07951620195382597,0.29725936764797173,0.1959656887585525,0.1673291944117262,0.7186380180671074,0.6408643265659523
CID003677-1,0.0045754451292504585,0.04818386056245574,0.015834545305247853,0.40683464436556316,0.03571009704879086,0.2677077459638081,0.22115366162488384,0.765523121740368,0.6314292394623852
CID003678-1,0.003358050071125256,0.11300887102534675,0.022660715318844598,0.20733238629877887,0.22021754786119083,0.22498465719455282,0.2084377722301608,0.7507067919982703,0.6492289837164571
CID003679-1,0.22346396383770226,0.05004475914795488,0.019845929692764365,0.4018829256781273,0.005495199463368271,0.13235509413871385,0.16691212804136918,0.8597426768828577,0.7086659128133113
CID003680-1,4.369278123853025e-05,0.2137166156768452,0.1539870713514038,0.31157333542206966,0.2481815812768218,0.0251878914410339,0.047309812050587124,0.6575561749284944,0.6119080986492723
CID003681-1,0.021019358125948996,0.13007996070761219,0.15434147997439865,0.11295091095871933,0.3029786429393362,0.23931472244836838,0.0393149248456164,0.7207098273186172,0.6449537587200733
CID003682-1,0.07275477827440223,0.2711061770270417,0.11160180924668746,0.15289953280164242,0.2416852637464396,0.13661450654220703,0.013337932361579487,0.7197706561035415,0.6869688734733731
CID003683-1,0.02229707149378779,0.43730023151369024,0.10085942491616233,1.981331455955787e-05,0.13640161441227375,0.28937958537719594,0.013742258972330272,0.7156062215501223,0.5736048647541412
CID004696-1,0.004766250278551634,0.022385414416646616,0.19748886384012257,0.23988146577076194,0.21261731357393776,0.1900514616313169,0.13280923048866256,0.8166432197764968,0.647715688827171
CID004697-1,0.0024776631220152635,0.02683065268594194,0.1885242965173479,0.2712420951244454,0.11290169345887911,0.17752075614167695,0.22050284294969344,0.8172265061789996,0.6517015114598562
CID004698-1,0.019398852856590345,0.026492648841067657,0.2606451812041415,0.317200434891792,0.20330857216498263,0.019111955332277806,0.15384235470914814,0.8467207760759585,0.6506512954916851
CID004699-1,0.18870540393609472,0.06546210392702682,0.3133536808256569,0.17561132484470932,0.14164302641059465,0.027051001008269095,0.08817345904764841,0.824251599195459,0.6933855107882931
CID004700-1,0.0065450071617321835,0.13448476236484833,0.4555586897350796,0.21612514870006175,0.16327077481979538,0.0037919936380752172,0.020223623580407517,0.806813017054895,0.6809133234717386
CID004701-1,0.04435987657475545,0.05026152157293467,0.4161092966673734,0.15358483775690648,0.16759490988840894,0.13907509722627248,0.0290144603133486,0.881783592550564,0.7036651546880149
CID004702-1,0.015542917600606275,0.28807843108674797,0.2524567469039233,0.045284574172276215,0.13831889000378333,0.23133622628262623,0.028982213950036632,0.7275451332576663,0.6338117441581851
CID004703-1,0.11451196639996096,0.028300124609543113,0.18586327451814033,0.22684284823818993,0.18251106489052815,0.1527736774722971,0.10919704387134052,0.847877273056582,0.6378444189857906
CID004704-1,0.05483328846489257,0.09997174060225522,0.30146495667289713,0.23447453686685846,0.06328218521261234,0.07732752378292843,0.16864576839755588,0.841909971262286,0.6918456755336331
CID004705-1,0.16930979701578625,0.00507464174318301,0.032348002059977406,0.17350066234831446,0.22212522455028705,0.186678670600856,0.2109630016815958,0.8101438035648562,0.6566400962259977
CID004706-1,0.005139039579166468,0.06370108172706919,0.1699839560841705,0.23239628991321581,0.2854194894613643,0.062185271824533955,0.18117487141047978,0.763169842304813,0.6407135416693764
CID004707-1,0.19113049921137143,0.04139840668015479,0.12623141006238792,0.12573716965113152,0.26253278172491745,0.12942663928619288,0.12354309338384403,0.7980052645560144,0.6105036213814988
CID004708-1,0.05941441979520873,0.11292345976309595,0.013082599550281111,0.35856646307458045,0.022517343438572427,0.20754140597191162,0.22595430840634975,0.8286940636936165,0.6719592427932526
CID004709-1,0.12508014618423718,0.0009404101791337393,0.19377555923189002,0.2942763397585217,0.0006665665734251005,0.10091506714210435,0.28434591093068795,0.9000210315999789,0.6558134688538754
CID004710-1,0.10045873571009972,0.030024150822491578,0.1876890240427614,0.2394560687471582,0.01757397167264746,0.20455853780194516,0.2202395112028964,0.8594798232268348,0.6644213754005571
CID004711-1,0.14329233237708827,0.1320062563884801,0.15391540768391757,0.28063798620536506,0.000888319098053989,0.14608901737981025,0.14317068086728477,0.7834915115071602,0.6889549964362588
CID004712-1,0.27101950102418826,0.11073846676451134,0.03827908656448065,0.2317631907978838,0.043639247575122185,0.2616114952246395,0.04294901204917427,0.767468982724029,0.6369585554675691
CID004713-1,0.11111791380665395,0.056456767587972925,0.20389655949460947,0.19431948770783017,0.21363858174546216,0.19348194237503522,0.027088747282436126,0.7632480385464275,0.659441726994649
CID004714-1,0.042958912693081545,0.09607968739225138,0.2196897222842977,0.18981019555963574,0.2531186581036253,0.18860591387066555,0.009736910096442857,0.7215907169938902,0.6769402421359608
CID004715-1,0.0046296082987074,0.6162969087587183,0.1035375461509382,0.0009282419912462403,0.12891177639101764,0.14019231941624083,0.005503598993131388,0.7053447923989207,0.6256546825057511
CID004716-1,0.04710978967504172,0.4013083007407152,0.19696557187373323,0.10315235569155984,0.055304744819604915,0.15524718573205826,0.040912051467286895,0.6936728730469223,0.6456929116298784
CID004717-1,1.1901017704306984e-06,0.06420388878307282,0.0483312875641357,0.19031571043925885,0.29288792418404247,0.2400352404549428,0.16422475847277695,0.7852466589343858,0.6370005210348101
CID004718-1,5.644627775211657e-05,0.17301696740625114,0.2041646033006087,0.163677038063146,0.31903599037534763,0.12295133520612088,0.017097619370773424,0.6709073721592724,0.6308321198281832
CID004719-1,0.0065954949737886985,0.13327630326768028,0.33510458320307634,0.07802865758007425,0.23787622638714362,0.20639603196591785,0.0027227026223189577,0.774085665742645,0.6679649820994552
CID004720-2,0.12917586983751678,0.07112581172583346,0.19895918701239038,0.16982953333693682,0.19152837004595197,0.18808104716630775,0.05130018087506282,0.759739428626627,0.7044164169059872
CID004721-1,5.1996584727317314e-05,0.009921503792548273,0.039814637002231715,0.09383255593887216,0.015039475699657894,0.35558066079876915,0.4857591701831935,0.7373761368471642,0.5626746914881892
CID004722-1,0.009054421421953389,0.12778870436668038,0.17311999328770564,0.19057382333782527,0.24995132533070383,0.17986471553550187,0.0696470167196296,0.696953365404914,0.66158766577443
CID004723-1,0.00016457093434073472,0.12188998095985311,0.24737819780884734,0.1063463256208745,0.23922336501137906,0.28067463102332396,0.004322928641381284,0.7410596536368627,0.6265231359310949
CID004724-1,0.00013845382348999822,0.2764471342254125,0.15073157264744083,0.044081840749304636,0.19412255066927503,0.23493066148727954,0.09954778639779747,0.7301628497842991,0.6446173958890409
CID004725-1,0.24632459781535326,0.015480297270055359,0.03025945762627343,0.1833221886838473,0.020263430490514208,0.24300101311830521,0.2613490149956512,0.8783829763983301,0.6967559405480845
CID004726-1,0.006725496396187041,0.004053541514169868,0.07099537756942334,0.18924917926548787,0.16486789234783428,0.20797509492462435,0.3561334179822732,0.8268069743292521,0.6711095796338217
CID004727-1,0.06765423763122116,0.476284197650283,0.15854125974641842,0.05134783082117181,0.1383042022181802,0.019599413139339633,0.08826885879338578,0.7168992656219867,0.5922027229707505
CID004728-1,0.2684975815665386,0.05671897706444144,0.1388565224718823,0.16747897235654596,0.14980974453139265,0.21365006365508218,0.004988138354116832,0.7633508943248712,0.7141396844534945
CID004729-1,0.04654002478193628,0.20229455847589792,0.26745141088413116,0.10794194478110479,0.0851318004341433,0.15542441961459763,0.13521584102818904,0.7155143860336546,0.690737830171794
CID004730-1,0.2217036366359589,0.20934784966644485,0.11442938910619331,0.14262767245264935,0.09736398350449064,0.14013178284307154,0.07439568579119153,0.7362240092733464,0.6927521883258884
CID004731-1,0.1232521403384354,0.012893608843348612,0.03154099659747536,0.26428530673073286,5.798088817805549e-05,0.21265479551734615,0.3553151710844835,0.8281560544718439,0.6905376044376322
CID004732-1,0.00022339532565780174,0.2955045391451607,0.2850665950152863,0.04180595798108124,0.29911586827326786,0.07826757915056856,1.6065108977341687e-05,0.7357970540310277,0.6566951454281716
CID004733-1,0.07067964663633271,0.10701402161494232,0.2680305434628672,0.07289440415782003,0.09927303798160786,0.32990264174215367,0.05220570440427612,0.8289361467654001,0.6919822780479391
CID004734-1,0.25671094650620513,0.21244390365313057,0.23955501332734006,0.09997203065307675,0.018047570476138614,0.14062101252054904,0.032649522863559925,0.7559926586007872,0.6362256262730906
CID004735-1,0.009639546006759073,0.08498585492531126,0.05957324055013708,0.28683196671389294,0.044966920100234495,0.22335237695824514,0.29065009474542,0.7506649123031132,0.6398211315080695
CID004736-1,0.06586441628493234,0.04642200281680337,0.12451387050232572,0.009216892779473646,0.2971947711583557,0.35097228442742817,0.10581576203068095,0.7718964952505732,0.6030201900072166
CID004737-1,0.0007701107755278599,0.11986857656584185,0.2834368091319764,0.06667746647112506,0.2830127438813886,0.12127954721123625,0.12495474596290403,0.7841865363010491,0.6674922884383818
CID004738-1,0.04664105738134203,0.25950326774325555,0.20172308937911781,0.04154578510702451,0.1900569517139413,0.2604211029207172,0.00010874575460162743,0.7425838228676558,0.6582002871607763
CID004739-1,0.2748545726231556,0.009889921922449618,0.2020539693633643,0.07329999188287328,0.08294965683012841,0.28502920748664184,0.07192267989138688,0.9080513897944892,0.6528916235597046
CID004740-1,0.1538456006868932,0.06330269649935491,0.16504553844328165,0.11903954148986645,0.20455903533841618,0.2026741846714028,0.09153340287078476,0.8524288963513749,0.6729758519471795
CID004741-1,0.14273489936678968,0.1567670655045229,0.23853398460502095,0.09582704674977054,0.011908656221605208,0.3374186534534874,0.016809694098803313,0.756321089618199,0.6789112423972249
CID004742-1,0.1785387343553019,0.02123932085577139,0.3116471235207752,0.03513193851652544,0.12334678849722577,0.23719363152316744,0.09290246273123279,0.8559112991358278,0.6258135975392362
CID004743-1,0.24749638591591736,0.33453102448000155,0.21090909715528208,0.04206635936707996,0.02151343104650315,0.023078464781936883,0.12040523725327898,0.7081370252905194,0.6742411830343142
CID004744-1,0.24744276760275513,0.07299465167660832,0.27014628992983086,0.07134198356882387,0.09541967329776165,0.16053106098410877,0.08212357294011141,0.7787220169528364,0.6573154157532017
CID004745-1,0.12938327841820405,0.07490131321227284,0.22372760856640414,0.21761870296947403,0.22206699599068258,0.03299954381486809,0.09930255702809423,0.7534207539423797,0.6647856147232898
CID004746-1,0.001800833095032796,0.08886725368558476,0.27516853034451266,0.021290836593894205,0.3105649357466958,0.23914546385555321,0.0631621466787266,0.7403099754799172,0.5901779205601079
CID004747-1,0.3093375499952476,3.7874924304803754e-05,0.046549833537108024,0.09236057136174439,0.03214547316057906,0.2056544524047161,0.3139142446163,0.8372684682073944,0.6360965475666611
CID004748-1,0.12352512685365316,0.09462252758696257,0.24253936266280637,0.20838830001701536,0.22590497669829893,0.10455558457748157,0.00046412160378195993,0.7682424110700572,0.689723663721078
CID004749-1,0.005114408613355078,0.35997479447429204,0.1782294538808484,0.0007117504316726303,0.20702030101459012,0.2395299891708366,0.009419302414405166,0.718637694621263,0.6443209268638326
CID004750-1,0.002874351772200264,0.06015256565852598,0.19357614257623038,0.06932753916527495,0.2765223902999428,0.19113270645169697,0.20641430407612854,0.7298715255137772,0.6128033654916463
CID004751-1,0.27393875908626797,0.048126907841011694,0.03508705342150599,0.18610768311561363,0.03184106847256435,0.2004503000633864,0.22444822799964997,0.7364227686698573,0.6118216896831411
CID004752-1,0.09763253567416648,0.000739994904704002,0.04581130731686791,0.32003209144432754,0.040853841228653834,0.09724210943194397,0.3976881199993363,0.8609674225409936,0.6706351954933263
CID004753-1,0.05963138898724005,0.029138505423046072,0.1067104429233776,0.2673978243637191,0.1253826218160546,0.08070958850806349,0.33102962797849905,0.832387886691299,0.67818433026733
CID004754-1,8.200766575624733e-05,0.29002003387329717,0.13224035194653333,0.16707354281291026,0.1266593401873401,0.11469355350780784,0.16923117000635504,0.7741276051100002,0.6900412743432168
CID004755-1,0.00013739639219586592,0.32770645273574533,0.16692862152039387,0.29765252985584734,0.13715430146669996,0.03303494286805623,0.037385755161061324,0.658452074241548,0.6420231574479139
CID004756-1,0.256792954521465,0.0036227676934904862,0.025682568999192103,0.2393025946305674,0.14305028093601127,0.0770312908250602,0.25451754239421354,0.8045691230626532,0.6566203942532247
CID004757-1,0.057673646120485936,0.11071504359910053,0.11321109234329908,0.25195438952647004,0.1288551446385926,0.19404024495320588,0.14355043881884597,0.7224117945374194,0.6785544224799652
CID004758-1,0.0005652274182712044,0.335435190840347,0.2700657169110034,0.03755114589706664,0.03228555126169694,0.17346666885636736,0.1506304988152476,0.7354561623162142,0.6132174285365984
CID005704-1,0.0006531078659739449,0.0006713891934043704,0.5338572874709009,0.11090472484700215,0.04349649114805089,0.2153187428395628,0.09509825663510499,0.8790367169483863,0.6099019567449072
CID005705-1,0.013638304464985146,0.000362967500794143,0.4957963137595603,0.0661506729707679,0.00034560975492259197,0.2525182834026249,0.17118784814634508,0.9072948122652639,0.6508113489926104
CID005706-1,0.00013192105790301624,0.02869368940795174,0.18809811965098758,0.14631276397137952,0.04136155576470325,0.26792520198125513,0.3274767481658197,0.7990308291828782,0.6655241512685228
CID005707-1,0.07702428374991213,5.74489058789502e-05,0.44213417878632827,0.20248458832711513,0.00020612497141089575,0.0500909497926754,0.22800242546667926,0.8699686269274415,0.6497124116630252
CID005708-1,0.4787479002912442,4.8243232880641094e-05,0.18694687418282582,0.08119077446660261,7.244471327313505e-05,0.11327022240774536,0.13972354070542825,0.900799823773134,0.5740877496792445
CID005709-1,0.5484150519070833,0.04076852611381683,0.014973914751681744,0.06410888963060518,0.06749536916377616,0.19449065969899398,0.06974758873404278,0.785506061496404,0.530186520925342
CID005710-1,0.20452701460583186,0.05185692849023157,0.29601997945894915,0.1938985081364671,0.08555317954704172,0.08752426707984899,0.08062012268162946,0.8186517423748461,0.6747967275300674
CID005711-1,0.026927567578102857,0.08900472217829747,0.3574542367565192,0.1496158323377259,0.0799711872025731,0.12331171544099663,0.1737147385057849,0.8447076722451641,0.6604221948374169
CID005712-1,0.1550361597129526,0.19600625295720384,0.1127853470118296,0.15883340355360828,0.15332169838691848,0.1845109745901888,0.03950616378729838,0.7288934772633968,0.7039079834800962
CID005713-1,0.014411532305760751,0.04079171669151826,0.35025239787588264,0.05763819741518551,0.1814850001157326,0.3048677884443342,0.05055336715158597,0.8456374218165134,0.6115831634078183
CID005714-1,0.039686031873831316,0.049892098692165994,0.32169470054021526,0.04408257654805191,0.15777702576626534,0.38014613855291934,0.006721428026550854,0.8290362879090803,0.6119846177594859
CID005715-1,0.13766065119681162,0.010712958142097235,0.5078790864340875,0.07762994862115268,9.17798966462578e-05,0.2239070272737746,0.042118548435430066,0.918147803805075,0.6272467801577457
CID005716-1,0.0974948536390854,0.08760299693531273,0.12751967400235292,0.06977762775825837,0.2927228002378832,0.2723218874160473,0.05256016001106006,0.7459465333623125,0.6349429604751975
CID005717-1,0.14760198801819194,0.08638370070105675,0.19846750796947527,0.1387312860344536,0.24068712637408113,0.1103140878895896,0.07781430301315169,0.752951049288802,0.6263017847234512
CID005718-1,0.26220310951323594,0.062394285451549125,0.2539469323763077,0.14355851322171118,0.0936325110071583,0.1265001978668011,0.05776445056323663,0.846851419317907,0.6480188004104014
CID005719-1,0.0011228087835372378,0.014240921918244654,0.25688155258041157,0.3717676120105393,0.010559793263556114,0.2346396709616576,0.11078764048205347,0.814379042010621,0.542748340907163
CID005720-1,0.004018688266190689,0.02124854592005614,0.29476863943129317,0.12452250881569407,0.07603794383893059,0.302301352502464,0.17710232122537123,0.8258076168377358,0.6076451985541798
CID005721-1,0.04711672907167434,0.0073442964305833434,0.4587568724571666,0.11031303075823577,0.05742585509630321,0.13003371012818515,0.18900950605785166,0.865664230984691,0.6279471845178439
CID005722-1,0.0007753485204442539,0.1952522891048985,0.223167256175568,0.15057031331628093,0.21929067606796945,0.20652383347467546,0.004420283340163416,0.719787798733282,0.6688121102862465
CID005723-1,0.009774664816984009,0.16077924098199203,0.29340325969484654,0.12731004344425076,0.12404573464995759,0.2190100720166025,0.06567698439536657,0.7017846361902002,0.6604796281263018
CID005724-1,0.0016781482534530634,0.05375733487294585,0.347492771904849,0.11268155732609583,0.14888039587584373,0.2582694224627431,0.07724036930406943,0.8423416832225695,0.6707331696419322
CID005725-1,0.021906761808898636,0.001847794643120561,0.22147862239844418,0.2840645310793448,0.0224800537060781,0.17200597565614573,0.27621626070796795,0.8482254587517746,0.6647633762593198
CID005726-1,0.09935599835230995,0.054358264627199185,0.3020071594171939,0.07634884532014648,0.12660306961965492,0.12312787179958341,0.21819879086391208,0.8230312250959936,0.6354042753508296
CID005727-1,0.12225234639634172,0.13572293780286981,0.18509230986782704,0.052680089600320626,0.24646277472771513,0.2553402838636262,0.002449257741299407,0.7229763278650385,0.6539762941021737
CID005728-1,0.0005565386751695073,0.14289822974276195,0.2957671676387181,2.3195572806492736e-05,0.2738481252240845,0.2855824753403763,0.0013242678060831374,0.7421992565245717,0.6329773626591969
CID005729-1,0.011442403682373186,0.16070219484087786,0.34961026532483214,0.04216661864298218,0.10899707503199489,0.3166460660788955,0.010435376398044168,0.7785270147217923,0.6647847440427592
CID005730-1,0.0007590797541419394,0.331646163165571,0.28919549070114103,0.018272606510733844,0.15931801767290354,0.10672787351591562,0.09408076867959313,0.7621696197033763,0.6732160953170484
CID005731-1,0.13146813762598478,0.28032247384306913,0.3214673400233934,0.046330999709829075,0.020008327128818403,0.0818159923872792,0.11858672928162603,0.7482127277903456,0.6988345929983882
CID005732-1,0.2803665558411083,0.21555002998539258,0.14587597911295155,0.13517990737489718,0.05610863970056474,0.03258833838694885,0.13433054959813678,0.7801685623898187,0.6596705459679776
CID005733-1,0.028955411718661936,0.05641688412757971,0.3372692172873105,0.06657132591815385,0.18516938517530032,0.30531409335710347,0.020303682415890305,0.7992417107392112,0.6665577587649956
CID005734-1,0.016594784261369105,0.3851131336195053,0.2611003141093511,0.00041479053196918296,0.05104748852397786,0.27662599250144876,0.009103496452378686,0.7313252914244894,0.6448244373371521
CID005735-1,0.15109654428200725,0.22009548577064114,0.2438491126336293,0.12924971722478518,0.008490255466880554,0.16663854269623374,0.08058034192582281,0.754839527638919,0.722338627358734
CID005736-1,0.06682388155083009,0.13389237590498146,0.29191360202860905,0.07413411333474443,0.2860516007427548,0.14674381035587353,0.0004406160822067073,0.7382455130697246,0.6489918831837962
CID005737-1,0.12178973566162828,0.20752527081325833,0.3234726598111135,0.062235415017186546,0.26386361782985424,0.02003828645980619,0.0010750144071528984,0.7841706181448613,0.6533495949303715
CID005738-1,0.1524494219631487,0.10677008904243976,0.16196818695140636,0.1386194372331014,0.022450187460325035,0.3248954030048848,0.0928472743446939,0.7306322297085175,0.6515503907529672
CID005739-1,0.04670376864350894,0.08308582433824474,0.3356215256358821,0.15228846574356697,0.2594302530836226,0.08946125781655778,0.03340890473861687,0.7707467145843984,0.657291860957872
CID005740-1,0.011676975245476092,0.10451234644720837,0.30874414442277387,0.16962043488456563,0.2534726604928829,0.07094329792022146,0.08103014058687162,0.7939638725880848,0.6580442527187369
CID005741-1,0.0029952673071583025,0.05506894819204859,0.6081367369404184,0.04339840561535709,0.04041172424643207,0.09295424024401536,0.15703467745457028,0.8712522834404262,0.6570263648157606
CID005742-1,0.0005568689970548114,0.30455053647969466,0.1650316138918124,1.9013547154189543e-05,0.20819154635619183,0.2295855689402101,0.09206485178788194,0.6689835773286346,0.6279402481738603
CID005743-1,0.2807313542501703,0.00027017797594674066,0.04858930689320347,0.13095482273927145,0.07145027578206908,0.24800184441899065,0.22000221794034824,0.8642537645197583,0.6786146432065768
CID005744-1,0.06081611379455862,0.04096827040831837,0.20918920550535003,0.13376903572744736,0.15259039640234492,0.20626017614116415,0.19640680202081648,0.7912076676533882,0.6269877424989357
