,B Cell,Epithelium,Myeloid,Stroma,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID003369-1,0.1456579574717795,0.16328498967046606,0.05099433712682361,0.19467854200442278,0.0017729419929852165,0.0028602442346634806,0.4407509874988593,0.6993093511473106,0.6053023722122459
CID003370-1,0.39145385419966816,0.030974151869763527,0.030054131004305873,0.05590552079052617,0.14003053113803907,0.1155913137676659,0.2359904972300313,0.7980203501655501,0.6629093304792036
CID003371-2,0.4576857916029407,0.014311087317255933,0.03005004431290491,0.07662687160623494,0.02622687996199579,0.11680069285063142,0.2782986323480362,0.8124265698516244,0.6545984716358759
CID003372-1,0.20100525863600133,0.03733332178546558,0.08302343314300673,0.1821112250252192,0.18919278067527964,0.09332352663555886,0.21401045409946878,0.7751297061153732,0.6190626579871101
CID003373-1,0.009502702737712306,0.19293352502129363,0.04545985069430649,0.19600132964177922,0.1607843195752101,0.20631417397860716,0.18900409835109097,0.673724733061815,0.595575374334365
CID003374-1,0.001883538761526212,0.3911670764125092,0.0017920410045445094,0.06639310595544098,0.15276465747390358,0.37629105157766757,0.009708528814408058,0.7203437097262995,0.6030941224318771
CID003375-1,0.002101325794620902,0.18735127656568468,0.021855779372119792,0.3043367800831677,0.3178190377261257,0.16597497816045362,0.000560822297827578,0.7255548110263171,0.6102242988038319
CID003376-1,0.0036417190692580293,0.07977477749746432,0.037007689526318895,0.26402397474878603,0.28247251089349495,0.2939211665784671,0.039158161686210585,0.7625657179242997,0.6056213565917545
CID003377-1,0.0049312828986362274,0.1365860750347269,0.1868163130295754,0.16832369561892166,0.18787414233768895,0.12094966526570983,0.194518825814741,0.6380080985733546,0.5235163057456328
CID003378-1,0.029277387124053107,0.41036924581366446,0.00010597828418335015,0.12112612040170545,0.19356327600289758,0.24424832137484417,0.0013096709986519502,0.7704146441594822,0.602780802939261
CID003379-1,0.0007996630805813373,0.2576142135624667,0.025308259758344106,0.18473856608202968,0.4626932490540018,0.06702978328814717,0.0018162651744291817,0.6707206508922993,0.5407149289108595
CID003380-1,0.059159398336676994,0.18246162357069312,0.042989132136517096,0.12275742629139487,0.19584996168748578,0.15722196779303838,0.23956049018419373,0.6877169330606555,0.6175110594486455
CID003381-1,0.16547501855452112,0.04912378730864073,0.04116709896645353,0.15463257125859228,0.002484729658916613,0.26321972479474826,0.3238970694581274,0.6449338525107468,0.6305371149407013
CID003382-1,0.14878401549436435,0.06961363004187682,0.0029205290557228645,0.15340893985692408,0.09174636002438918,0.2747594710043836,0.25876705452233917,0.658207556476275,0.6042473401672928
CID003383-1,0.04157226747922956,0.20449860929823668,0.0014551172630733558,0.2712618708090943,0.2423473456862447,0.18011637090906163,0.05874841855505982,0.7701532098666697,0.5920290679842376
CID003384-1,0.030103297717286506,0.16655288170687138,0.000381208333439645,0.2979031711614324,0.3573409661961296,0.12171344845003124,0.026005026434809363,0.7634740648033874,0.6002138493660313
CID003385-1,0.020013876331644267,0.15579029795797858,0.0010272855366023734,0.3432239668144182,0.33949754821871847,0.12963554757023657,0.010811477570401393,0.6997598356848905,0.5921025130238494
CID003386-1,0.7219587628536276,0.0016458022216740765,0.036815102204362564,0.05326608101417166,0.0009183028281273546,0.125392573378893,0.0600033754991438,0.7924997410131565,0.48538979411722893
CID003665-1,0.12805969321295765,0.23839382271261828,0.005155196356300419,0.07511651842520146,0.013873848277469427,0.2655361128357941,0.2738648081796587,0.6931050479275415,0.6109131875707067
CID003666-1,0.00044072268229689243,0.31829192198051565,0.029751521986712343,0.15653950047226642,0.16533626519343003,0.3290662982681963,0.0005737694165824727,0.6907053273783104,0.634009838377897
CID003667-1,0.25191107918414607,9.321362613338994e-06,0.031564696086551394,0.34312269200166234,0.013224043936216828,0.22370539184721497,0.13646277558159509,0.8773140654057031,0.6155993325139137
CID003669-1,0.38520905717704196,0.00015443960141947076,0.03221953824082207,0.4049667313467724,0.014542538922359332,0.05287878910444125,0.11002890560714369,0.8279584046334079,0.5955076320615169
CID003670-1,0.49160787915218684,0.004768846648866249,0.002137840900292838,0.2575758596503042,0.006819904163686261,0.174177668486007,0.0629120009986566,0.8377599399961753,0.554450819443409
CID003671-1,0.33049361867591354,8.864583382711016e-05,0.11521334915437366,0.15373224164739296,0.00028052703548338243,0.10486465335567989,0.2953269642973294,0.8384851517853373,0.6130344782702293
CID003672-1,0.3649687179195315,0.020511989703895648,0.001015138989102404,0.12712586241531187,0.013817658927043985,0.10609230371705855,0.3664683283280559,0.8297415428203089,0.6718750271705658
CID003673-1,0.00047583889017307763,0.2915296470273488,0.04673920656245605,0.041113755942291205,0.33741211321232756,0.03258350452034485,0.2501459338450584,0.7587646911727932,0.6330410622002385
CID003674-1,0.20589244462486236,0.016952628674142874,0.009765445956714759,0.1766212640836926,0.00047339275127342145,0.23777661749224377,0.35251820641707016,0.7041624975925065,0.5939193906333115
CID003675-1,0.26314178273703626,0.06755211385679992,0.011775157242180891,0.19905640906595146,0.2571595439468926,0.03944896236485585,0.161866030786283,0.7510744676599858,0.6690199411699954
CID003676-2,0.06317453058258467,0.10385208691441128,0.028128381131172435,0.1774296032440674,0.3890594847037498,0.0998913101936559,0.13846460323035853,0.7116471078127887,0.6027153009909023
CID003677-1,0.2931423992112987,0.11577664683024842,0.021932500262663288,0.07225642234188619,0.049133311107606,0.16198376384642138,0.28577495639987605,0.6950257660526972,0.6120600019254834
CID003678-1,0.02404024987700194,0.17372683760144036,0.09146151511190552,0.05423846890681361,0.40775492712940203,0.09748691713558846,0.15129108423784818,0.6762905970203767,0.5558845011526651
CID003679-1,0.29523998077606317,0.11392497122168024,0.04716464757608379,0.04848161649365546,0.09801284292402804,0.1062222578416278,0.2909536831668616,0.7882082100380455,0.691302980845581
CID003680-1,0.002457152932487869,0.24625044126991594,0.0021224368253792603,0.16290534949465038,0.27118503891053414,0.2545128958472079,0.06056668471982466,0.6740171554465724,0.5470509115586166
CID003681-1,0.004913918767727414,0.0997563199179179,0.00013555681557724322,0.11910686251507542,0.3509629948154827,0.31458744025480484,0.1105369069134144,0.7078901367578004,0.567461154658086
CID003682-1,0.08057276684040869,0.31688454237092545,5.171631306717042e-05,0.12284201852393732,0.37885337626598165,0.10060543763309278,0.00019014205258694285,0.7097903535651593,0.6057241586841693
CID003683-1,4.790822172341851e-06,0.4517636693654705,3.5044369605286696e-05,0.13053803371241862,0.2810003514298406,0.1364486980852908,0.00020941221520170687,0.7033543935014338,0.5372029544793022
CID004696-1,0.006225736270980394,0.006982818903693783,0.010991102347236695,0.3101667626477894,0.49482359450655106,0.07139583650946664,0.09941414881428191,0.7806094380738041,0.554240214365412
CID004697-1,0.00045893897508433125,0.03748348763723401,0.029253527108463448,0.2948719432865929,0.2664334373673014,0.07110477211731465,0.3003938935080093,0.7680144412581261,0.5770611991462408
CID004698-1,0.05069361746729317,0.01368653192208204,0.012316122922549534,0.2718411504439509,0.23899976460798195,0.1302311784071027,0.28223163422903974,0.8174404011423151,0.5994430358250428
CID004699-1,0.20319207482517287,0.05409112731992865,0.000677465637154665,0.22548495562070536,0.210622612960434,0.28700068675730783,0.018931076879296543,0.8360340085021256,0.6480431609149195
CID004700-1,0.0042061886908696415,0.12983737342714763,0.0018374186171784073,0.4349434403475506,0.2817746266400633,0.13730361120153048,0.010097341075659932,0.8310644174805168,0.6213852947226274
CID004701-1,0.08283975346317826,0.05000361674124019,0.00041231258603035447,0.4706268823506179,0.22362178245789022,0.11279046033030346,0.05970519207073963,0.8784352994117575,0.6798830419382698
CID004702-1,0.011152007059821802,0.2674050390029804,0.0004787435230117371,0.2608933874983506,0.21757988125060243,0.24186567136306272,0.0006252703021701987,0.773119151804586,0.582552092514039
CID004703-1,0.22618565398292745,0.003684964887847888,0.008111736246157082,0.18784219051728307,0.20006418594360154,0.148252770113458,0.2258584983087249,0.8376371412632493,0.6075709445437636
CID004704-1,0.19410389610042783,0.12046941157178252,0.009203263681831348,0.3753819591155165,0.12423564125430951,0.05156036291556942,0.12504546536056288,0.8429396550266816,0.6565094581388231
CID004705-1,0.31264952461410783,0.020241630327399365,0.05439217453121465,0.05543844748353597,0.29739350305511286,0.19993478756527056,0.05994993242335877,0.8061303098360261,0.6187914346149279
CID004706-1,0.004197949497348496,0.04354165074694659,0.014773997635575343,0.15005378650728915,0.3607732097963581,0.08596958301883507,0.3406898227976473,0.7578537497957321,0.5725454247686894
CID004707-1,0.18355355474836252,0.01582953495241533,0.006484345886834218,0.0857088440125952,0.247876258041633,0.37995386152440924,0.08059360083375043,0.8016577741725411,0.5802423461040841
CID004708-1,0.26289561008263296,0.1561580084988954,0.00468401887548614,0.026820650069421505,0.0005150424471402521,0.26169075652885565,0.28723591349756816,0.7920301503947416,0.6454347114233003
CID004709-1,0.18700742287618427,0.0018748005377579896,0.0014509205224514361,0.1382361278307798,7.3909637350722e-05,0.3280570457648574,0.3432997728306184,0.8750241068230727,0.6487735121974296
CID004710-1,0.16453720818814718,0.044750727624553795,0.0013272347532248803,0.24361284984671022,0.04847864502673715,0.26579571815592096,0.23149761640470576,0.8381792260921995,0.6425746813265435
CID004711-1,0.24116352480120104,0.1874118278914613,0.00011025075700637704,0.1820133168930504,0.013550854750685331,0.11956290410235892,0.2561873208042366,0.7675447839831401,0.6314667538822613
CID004712-1,0.33860335181099993,0.1858630691205661,0.00027495837574675604,0.05134808018046514,0.004991512423190501,0.0791121478863319,0.3398068802026997,0.7173085866486281,0.6075287546795574
CID004713-1,0.23751941284113573,0.07692290637756455,0.006706330955651388,0.28677225665769585,0.3119875335361143,0.021328785868046422,0.05876277376379176,0.7890433808996081,0.630103452635024
CID004714-1,0.03602136559676425,0.15271074585566455,0.00033064837224241653,0.3547224566136727,0.3568662647154041,0.019556792243150257,0.07979172660310171,0.7443554560307105,0.6279860097924871
CID004715-1,0.0033247659516028737,0.38280114602155046,0.00018512998238134882,0.10163749625563688,0.1449370963748059,0.3662064069822954,0.0009079584317270083,0.7500018822368386,0.6054087340588137
CID004716-1,0.03461443166138192,0.43631813655515966,0.000235259936615849,0.23424996384889837,0.2014818574128266,0.07871478747676142,0.014385563108356186,0.7437561632565662,0.5872895298734938
CID004717-1,0.00383087592508276,0.15758770782130233,0.06096402684780857,0.10420550986637651,0.2861663583393612,0.11071260901010559,0.2765329121899631,0.7400462972347335,0.5986391641914447
CID004718-1,0.00020293476476187331,0.26040275907818194,0.005665613712443786,0.29916360411885845,0.383173269366007,0.033617665578304784,0.017774153381442167,0.6858424497090004,0.5892253068905744
CID004719-1,1.1136748632688283e-05,0.186207670678654,7.363582304153653e-05,0.3959861212703445,0.2935314096035857,0.09476361189077635,0.029426413984965212,0.8117160242441562,0.6253013300860987
CID004720-2,0.14708381457066955,0.09392318500897925,5.5691226508720715e-05,0.2797117107377428,0.3252860739995711,0.12631438683393453,0.02762513762259414,0.7802099592591132,0.6353345669193982
CID004721-1,0.004634284305043621,0.058081654829809336,0.27646186487545577,0.1576155944262293,0.16550568635714136,0.04285950049527146,0.2948414147110491,0.7300695785300536,0.5374707252454258
CID004722-1,0.0011291080491145711,0.11205508225800195,0.0015073901844385024,0.17275804203034617,0.39590305339103166,0.2312512726475478,0.08539605143951934,0.7214833879568117,0.581921277436953
CID004723-1,1.5862751623315485e-05,0.16073722540975546,8.584722850218734e-05,0.2841378425778496,0.28631717697501363,0.2679928647550474,0.0007131803022084654,0.7689240735260269,0.5856906190839186
CID004724-1,7.832102682198361e-05,0.3622195310915236,0.02488711063390791,0.20345504531840572,0.30724456300295266,0.10174314698155168,0.00037228194483646316,0.7585201783189354,0.6012569074263513
CID004725-1,0.43827785300247507,0.006680489719139716,0.002117953731417891,0.021633203106992772,0.03255410713355916,0.14945148377337514,0.34928490953304014,0.8484273424200532,0.6564425386155968
CID004726-1,0.06355209491221692,0.041146318092297046,0.08126196068886718,0.12061262200161298,0.23522510204741193,0.22962121623125303,0.228580686026341,0.7922879698866806,0.6123273955616708
CID004727-1,0.07989386642190757,0.3519785387603964,0.0051083184276807915,0.15454773369953229,0.21171558233058807,0.18717924939867733,0.009576710961217436,0.7593074137123402,0.5648196674869661
CID004728-1,0.3433338703157874,0.11249721505098548,0.00039303876069120205,0.23467890230556182,0.24714428649268377,0.052565988039781554,0.009386699034508903,0.7968551007749604,0.6648054505365042
CID004729-1,0.03380852588315057,0.17983133399659193,0.0036623292418162716,0.2659185215666961,0.27098590842080356,0.23258345050717227,0.013209930383769268,0.7717767089012534,0.6189621144054235
CID004730-1,0.3113228154994855,0.2161435169399756,0.007480058279211464,0.1200173818416709,0.19057260379578447,0.1477657218297859,0.0066979018140861735,0.7843866045316488,0.6349265682677895
CID004731-1,0.35990882868856217,0.03825286350187808,0.04618679230635603,0.06317706041889518,0.0006739605698659364,0.15686122569909078,0.33493926881535185,0.7715671118648426,0.6330922580697229
CID004732-1,0.0005450019952268548,0.2550051693874487,0.0003545097393625894,0.2673782733161604,0.3010287606957322,0.1742359463488293,0.0014523385172398554,0.7552295801096482,0.6168151181783934
CID004733-1,0.06477733496456886,0.14890847899725834,5.3775095043088125e-05,0.3401376713418153,0.2507445313041483,0.14239073306503833,0.05298747523212779,0.8392968709630444,0.6149131972988813
CID004734-1,0.23905091973502024,0.21675796074994236,0.0006291909718982069,0.2190488278965603,0.0925755328011985,0.13589027296857703,0.09604729487680347,0.7799555097126316,0.6058685419558604
CID004735-1,0.1443800854900657,0.1822954600389788,0.042125542853532816,0.14517774005946998,0.09004265846034837,0.05502619108261714,0.34095232201498715,0.7074899677300277,0.6017561255335396
CID004736-1,0.11475643391890807,0.08367360182587036,0.015043850119456897,0.22172712857829524,0.487358105912016,0.015926575869813313,0.06151430377564013,0.7547393275723373,0.5750457117446967
CID004737-1,0.002698659827886166,0.1189994033319822,0.0009533737137618327,0.2811753265699846,0.2745606098877798,0.19625501002638085,0.12535761664222447,0.8011383798330535,0.6333782522149768
CID004738-1,0.03728630679141481,0.3060128635565975,0.0011462848099432908,0.24022972706866047,0.2170293065098404,0.19685121192432045,0.0014442993392231392,0.7377369653939965,0.6085006532005669
CID004739-1,0.26726651858670075,0.013026818420338608,0.00038159270564926085,0.2200647507691232,0.12280685363933927,0.2983176405662764,0.07813582531257254,0.915819072144616,0.6513252789250409
CID004740-1,0.2699115756056702,0.08033440677791816,0.0007461169320497752,0.1978968952557935,0.2574138802556783,0.033259111630619766,0.1604380135422704,0.8650210792098438,0.6358172952588436
CID004741-1,0.1747577104484049,0.20609207979790842,0.0004097638757746162,0.30394134867906747,0.062239499185601364,0.11085825195602438,0.141701346057219,0.7932166141674603,0.6281297506230106
CID004742-1,0.1969313311555307,0.01462949091149559,0.0037701994366693063,0.2874350070125928,0.1505789620379967,0.24000791542940766,0.10664709401630727,0.8590647064458506,0.6139592179245045
CID004743-1,0.17152558815426577,0.24008067069271297,0.0003096671919019249,0.16565780167722818,0.09681135633372658,0.23799973675901148,0.08761517919115305,0.7610944348144704,0.6123884094621517
CID004744-1,0.2525384569696247,0.0867096730506674,0.005323097528019041,0.3078664037524794,0.26149120661802117,0.04099998181999526,0.04507118026119296,0.8017671289226486,0.6192443499931461
CID004745-1,0.2212184963177854,0.08347687262011212,0.004548247173771679,0.20734446282402008,0.22804965995095205,0.16314137476942042,0.09222088634393825,0.785643204498966,0.6334680951848466
CID004746-1,0.012872369429140782,0.1564009061466575,0.005040394150501396,0.35953991018030057,0.3696015911986855,0.04967891882062347,0.04686591007409072,0.7668125264204189,0.5778238412907306
CID004747-1,0.29451388239165355,0.0133702801970935,0.0826607185281151,0.12872399339735682,0.23904194628038736,0.009763652159245873,0.23192552704614788,0.8189910009410413,0.593979891882331
CID004748-1,0.16683882269214598,0.12353894755359983,0.0017224096373922122,0.279010004954727,0.26600726375874484,0.13092235906843544,0.031960192334954805,0.8137245510331731,0.6339338575163385
CID004749-1,0.0025942006318038346,0.3960779346445266,0.0006753255344133302,0.17661409675069237,0.2475526592026113,0.16886360423356567,0.007622179002386898,0.7517567061202813,0.6095714915945556
CID004750-1,0.007534077954498593,0.1088986371972636,0.0313637794211018,0.25915948910908365,0.41002269901054833,0.10386162813426979,0.07915968917323424,0.7553608357798527,0.5580837082353165
CID004751-1,0.2865685489785072,0.0710488675242996,0.0006716144595113532,0.05011669531490506,0.038279574732365804,0.26509624166464124,0.28821845732576973,0.7229718029338571,0.5797821847686926
CID004752-1,0.2443352995726785,0.029122459776703767,0.09062151588718477,0.10506423532923122,0.2349080245923683,0.05016411371056417,0.2457843511312694,0.8090858376112203,0.5831128614163018
CID004753-1,0.09860278509992605,0.05076786549817724,0.03026021666426892,0.13311967065259253,0.11500705972919258,0.06991857248178145,0.5023238298740612,0.7941452584482399,0.6229283473113424
CID004754-1,0.0021542594535527435,0.28454448017543793,0.004978424096824091,0.15191745317555533,0.20253300463107207,0.22612917719330794,0.12774320127424985,0.7960070549917447,0.6198159166766536
CID004755-1,0.0023977571322350995,0.3665628240390195,0.004309023349572194,0.17093094227711117,0.13366653835930295,0.18419927033539585,0.13793364450736315,0.7302835163534188,0.6077069205042533
CID004756-1,0.33050696093720916,0.00929769690215697,0.0015575198449770597,0.029829696960088213,0.3239197813998452,0.16163940770854604,0.14324893624717755,0.7940584797957884,0.5706739176005345
CID004757-1,0.17498386954597733,0.17303524110729276,0.007959478329674764,0.1522884365872931,0.2067483532440869,0.046271964543976765,0.2387126566416983,0.7296337828166998,0.6100402498354806
CID004758-1,0.004071002627475954,0.2909798272794709,0.0013483850665894856,0.23659804190826708,0.15827405496129693,0.26680021130736065,0.04192847684953913,0.7476505340629849,0.5850798032730313
CID005704-1,0.0003324092490515996,0.0012500853042787747,0.017555881714362034,0.4932471290779579,0.05369077026018733,0.3831861544783393,0.05073756991582301,0.8825726291385931,0.6059639832444936
CID005705-1,0.03975613306561296,0.0014087738564078382,0.019290763748971342,0.5116708915562421,0.0017326648970922716,0.3194954400334622,0.10664533284221134,0.8956011312209865,0.6451567687076006
CID005706-1,0.0002326838006612184,0.08798222533040949,0.08777713861451757,0.30693523077593815,0.12352252375422582,0.057176170547529666,0.33637402717671816,0.7724371569082746,0.6169924213620038
CID005707-1,0.14223269056253737,0.0008370637994650371,0.03962445195974529,0.4308265664459277,0.0060931344455975875,0.16290871339970522,0.21747737938702189,0.8623286774074471,0.6301869847700137
CID005708-1,0.37195407688852666,0.0037445308355595194,0.022901385843794246,0.15993433793670886,9.290327807330359e-05,0.2951566577482066,0.1462161074691307,0.8755101547972662,0.5640195115081418
CID005709-1,0.41953267925325777,0.09609280005982516,0.012012776182725615,0.03394869471475892,0.055411520266636,0.18408399720516325,0.1989175323176333,0.7661713047309446,0.579411434127728
CID005710-1,0.2536130194090204,0.0627271582528383,0.00012601212040703558,0.27295644107427325,0.16088483798591893,0.1813420007186587,0.0683505304388833,0.8250186727546893,0.6589257136892863
CID005711-1,0.07152145956609048,0.0861793601225401,0.0002751671887523345,0.36126871918727604,0.09731588955903749,0.21129920739397384,0.17214019698232969,0.8299581448442058,0.6338259429249549
CID005712-1,0.22550971562700897,0.20532844562171604,0.0018558300763284225,0.11505456822833413,0.1801540143513353,0.22311937036863363,0.04897805572664349,0.7707229112547405,0.649612521789311
CID005713-1,0.012583678255619648,0.03180770793751372,0.004662087748336427,0.3095059675277141,0.19579890718236576,0.39636037604082264,0.049281275307627596,0.8519499839403143,0.5816510386671603
CID005714-1,0.023018129277372932,0.07127199470804088,0.0008106401412024425,0.42166282086282725,0.30318308271252037,0.12463916670366129,0.055414165594374815,0.8353870950367441,0.5619519481633037
CID005715-1,0.1276671212364325,0.0005648918738879547,0.008080788573624405,0.6989167618560266,0.00043056636845021235,0.11229345576654147,0.052046414325036934,0.9065290132056824,0.6246752020714792
CID005716-1,0.09399230773778142,0.09632738388038828,0.0009579911992987249,0.13985964638397905,0.3321049558311498,0.2889660090060607,0.047791705961342024,0.7775277100015214,0.5890274873634196
CID005717-1,0.14289425193510155,0.08953310941644918,0.005031858351948852,0.21317897749990775,0.2940100503037552,0.18508118349701888,0.07027056899581847,0.7530373484753276,0.5719914558672463
CID005718-1,0.21189793503973253,0.053770825333574475,0.00011952169206419544,0.25278457244504243,0.20624802781203613,0.21150462258101438,0.06367449509653589,0.8464028242713677,0.6027122815611915
CID005719-1,0.006577561296145725,0.013530124289744847,0.00044602628192151914,0.4054244766019772,0.042703278169603114,0.18911389340295093,0.3422046399576567,0.7605770400927875,0.540691559567188
CID005720-1,0.007808633699535257,0.03730294076938104,0.050310073205413905,0.3883690040091264,0.1993058893203721,0.18181137173845918,0.13509208725771207,0.8049687524992288,0.5404390274638059
CID005721-1,0.05930297131494307,0.006895683781896226,0.0033423248100045654,0.4883075042853935,0.18683541137750748,0.07135621714903226,0.18395988728122292,0.848613570669622,0.5805265325302761
CID005722-1,7.84731859236582e-05,0.1902950550891593,2.8379061302529493e-05,0.214716559875185,0.2650825158871186,0.3297802805537339,1.87363475768637e-05,0.7561129708547077,0.6082805247189236
CID005723-1,0.0009644184759655311,0.17011762381758636,0.002411872206351925,0.2880401516193723,0.2143124229197323,0.26735021108579826,0.05680329987519324,0.7121202729583068,0.6148990445886809
CID005724-1,0.010434078816443475,0.0703501785158219,0.004867137048922812,0.5194845381227461,0.28089716069854487,0.019490215241203708,0.09447669155631715,0.8629082933671711,0.646362503975758
CID005725-1,0.11485565373621591,0.0021995379352177436,0.02150559357686069,0.3368001235226282,0.1684968160561196,0.12729682672497059,0.22884544844798732,0.809205728223333,0.6382902441314638
CID005726-1,0.12189001546936691,0.04793820236112917,0.0031064582639586473,0.34020303475052055,0.12232588944703367,0.13360146676044374,0.23093493294754733,0.7959991660233401,0.627993815496347
CID005727-1,0.16769741594220805,0.18001349025697863,0.0008449245721103068,0.24530576052625488,0.22142731704663865,0.18431002239795527,0.0004010692578542221,0.7493532344647411,0.6469462810074427
CID005728-1,0.0009493295998963708,0.20573467777390086,5.402897649056598e-05,0.3330361973463229,0.25807989407805,0.20213145500805402,1.4417217285325137e-05,0.7513740328922335,0.6127980154194762
CID005729-1,2.8644327269412205e-05,0.19219039665496368,0.00023065026910746303,0.3525025811320247,0.17230884446564124,0.27810420671819686,0.004634676432796541,0.7893549711415393,0.6272627512906874
CID005730-1,0.01172802324896991,0.3025936254517848,0.002364073184859178,0.2482326981006089,0.15042651600271922,0.28307484708657166,0.0015802169244863123,0.7748086164843391,0.6448920365777076
CID005731-1,0.1536390752808247,0.2558390774440122,0.0014111401915456098,0.3091819043934969,0.09928107831872499,0.12309683236070966,0.05755089201068595,0.7731717070161208,0.6647357877446978
CID005732-1,0.3016590279286935,0.2485898679206421,0.0007631207204509307,0.1698014065640717,0.08356736963406312,0.0020794240577899662,0.1935397831742887,0.7901917582820082,0.6240031147816331
CID005733-1,0.035749858605178035,0.0752694646275789,0.0002509123196879843,0.35671564535981065,0.2497565642465675,0.2817572786174759,0.0005002762237009836,0.8102150870885763,0.6266372388982796
CID005734-1,0.004841729007615478,0.3458756557976489,0.001676245038437289,0.261675061509281,0.1585195441369512,0.22730952001274124,0.00010224449732489141,0.7133147383419063,0.6095545560588933
CID005735-1,0.1851379446754538,0.24261815180681506,0.00013953742860411242,0.27064634620053196,0.09663274676739861,0.13946470957757778,0.06536056354361876,0.7891695733758587,0.6731766993228392
CID005736-1,0.0483651106212366,0.19471710701366782,0.0007800878918575322,0.31767260358250105,0.30819528638295746,0.12950217701236097,0.0007676274954186339,0.7441981211813856,0.6054943684949913
CID005737-1,0.06548927652869248,0.17794064783693858,0.0007465999460923366,0.28781980852762423,0.1981298613063564,0.2696291758315734,0.0002446300227225653,0.7991635228404459,0.6190187921725513
CID005738-1,0.18641821570720765,0.11497058230146118,0.00047305490442912755,0.20035347803054254,0.07086717214169341,0.27007059185041554,0.15684690506425045,0.7181036467067837,0.5917516195516408
CID005739-1,0.054463401335759797,0.10767967631881707,1.000795342197377e-05,0.36628127823649725,0.3593728624503664,0.11204266848616834,0.0001501052189691029,0.7742670760489913,0.6044629473985863
CID005740-1,0.02365839390657826,0.12471592087398443,0.004364295087484938,0.33172407897453043,0.278099019379231,0.23686734817415736,0.0005709436040335844,0.7936507936507936,0.6157192731164371
CID005741-1,0.007267265593593357,0.029524353588358632,0.0005471879827378494,0.4721044934582462,0.05402538137533448,0.34853424483055967,0.0879970731711697,0.8708449785870187,0.6367710215426433
CID005742-1,0.0005994742072683913,0.3298588443319256,0.03330105245699509,0.1850688815889715,0.21354442743302865,0.2375756956297235,5.162435208731534e-05,0.685112792785633,0.6113240103432692
CID005743-1,0.3210754059858593,0.0049133379128011665,0.05804724137838198,0.09112057714870105,0.2253536026306876,0.15350851628255355,0.14598131866101527,0.8460480844910055,0.6496891899836486
