,B Cell,Epithelium,Myeloid,Stroma,Other1,Other2,rho_Spearman,rho_Pearson
CID006478-1,0.15239319861535985,0.08815099632880438,0.02582023816585971,0.36116565331958206,0.26157673450562363,0.11089317906477036,0.8565079648956962,0.7260610334756883
CID006480-1,0.412857230056222,0.13954198200191217,0.00358187489402768,0.36075857262487326,0.07833480362223859,0.004925536800726372,0.7335624901414375,0.6392019652830787
CID006484-1,0.38607091920462033,0.16591436619089922,0.01245412535565731,0.3543014765497626,0.07423579946323701,0.007023313235823552,0.7289367790396137,0.6915831180253166
CID006486-1,0.0046741779696309015,0.09879195506364655,0.13774545110383704,0.2762800124023274,0.09437098299871337,0.38813742046184474,0.7478545240863045,0.6348948031644217
CID006493-1,0.31589458776212487,0.035220216192349864,0.001213975369443805,0.24718992962178601,0.3598978409304336,0.04058345012386177,0.8895645175713136,0.6586999872971202
CID006494-1,0.34271867852701143,0.05165379436815892,0.0023070953922571594,0.3030215124021714,0.2761557948498091,0.02414312446059188,0.8596952366078794,0.6755194860104314
CID006494-2,0.23152566698542296,0.18589312625335142,0.0007214500704327445,0.2508866272171462,0.2704871187714096,0.06048601070223712,0.7645223197854777,0.6312343376832248
CID006515-1,0.44896152105014214,0.14725803824015649,0.0035633902172878627,0.18019938893247278,0.1862935980061533,0.03372406355378741,0.6539241627114456,0.5641046112428901
CID006527-1,0.06153557648987078,0.0009606028268747865,0.0005192852173147842,0.581824572489756,0.35315938578818384,0.0020005771879997784,0.9047242231452758,0.7183195302397831
CID006542-1,0.31760709790306946,0.11697683302751521,0.016022465017000616,0.18588382011534288,0.10262085388446758,0.2608889300526042,0.7505667720248329,0.6878078247266003
CID006544-1,0.2981731515374942,0.1451630595723305,0.000650461774184534,0.2909653711560388,0.23955302506273965,0.0254949308972123,0.7415547021658482,0.5856541487783676
CID006548-1,0.30140240138893093,0.0010209801997521602,0.06815048194299386,0.3319022815105896,0.27723294273845306,0.020290912219280414,0.7316668211004609,0.6092000592096588
CID006551-1,0.019721247996250055,0.11767506971411884,0.055456678437156154,0.4906360018097801,0.0732108350601279,0.24330016698256693,0.762856879962143,0.6659671829645173
CID007329-1,0.0160210475751024,0.11027736201554492,0.04820432951519116,0.5596772739441058,0.1379216631523292,0.12789832379772653,0.8565884441946322,0.7390861582799694
CID007330-1,0.01473329881711584,0.09076789462719652,0.20032770572134598,0.3259828446386859,0.31556422098388126,0.052624035211774514,0.7636153320363847,0.5811982662589289
CID007338-1,0.18236868149306631,0.057667535217168074,0.06247564344602252,0.23128515732081956,0.13936747813130324,0.3268355043916204,0.8536860796361825,0.7252872571173252
CID007346-1,0.06632543654442585,0.3242521472284109,0.029512497542180327,0.3338323739240249,0.204627159766655,0.041450384994303056,0.9287004509395639,0.7489182296753394
CID007352-1,0.4456973599965616,0.07292112603960163,0.00014715864127903778,0.26991372747694536,0.20978447418016222,0.0015361536654500867,0.7370115353661808,0.6181227459732683
CID007358-1,0.325401232634691,0.0006967648730711492,0.049560216932427965,0.18087779094827075,0.44330132268099803,0.00016267193054113127,0.7756620380424368,0.6153866264395608
CID007659-1,0.357293349189097,0.15289290173253672,0.04334794323373079,0.018922383944998657,0.3463804891559109,0.08116293274372595,0.7700045028555879,0.6722423185071053
CID007661-1,0.28436956720649004,0.11739739000376553,0.004651312740908029,0.1479008287682989,0.10233705831339665,0.34334384296714093,0.7836983449476255,0.5811363949021634
CID007664-1,0.06019985538483576,0.2630298804700539,0.0330701367898168,0.37723509253856585,0.24971027313792918,0.0167547616787985,0.8481240658652802,0.7080538027090054
CID007665-1,0.22062666055970884,0.08222853670111673,0.001218554520376603,0.3805861677729194,0.07744096142776725,0.23789911901811125,0.7676772715934602,0.6072078383301903
CID007666-1,0.15667879290998502,0.00021811998588159144,0.025569737468565428,0.24339272475888127,0.25513789447032753,0.3190027304063592,0.7633299195084092,0.6044079495077226
CID007667-1,0.29012552419163495,0.13863920024665669,0.014283454045177835,0.05794338746583474,0.2098010987509927,0.289207335299703,0.8065315977057013,0.6203896254504015
CID007672-1,0.26364460329574274,0.0023837071776214715,0.0063002724031537465,0.3075329639779637,0.3992775286108987,0.020860924534619626,0.7776426472078646,0.645695431564014
CID007676-1,0.18874273840569958,0.14572628267010126,0.002232030617307244,0.27718754095324244,0.3829394483709385,0.0031719589827110747,0.8640704640972906,0.693643586897267
CID007681-1,0.33390172334444956,0.32988421270974533,0.002903507532892991,0.03501391156187379,0.28476206553525135,0.013534579315786957,0.799707464135614,0.7217652543919563
CID007688-1,0.026320122500219235,0.549978573913,0.004104995918709788,0.2880306444226892,0.12022673639773344,0.011338926847648296,0.7541906367093367,0.6722012530863337
CID007694-1,0.039915582266412016,0.34434382228229843,0.022935634736031628,0.23407302879860073,0.3203786945814045,0.03835323733525254,0.8204818379425514,0.7331956317116354
CID007697-1,0.12117660325728079,0.11093411549680596,0.07214270614849073,0.5429674677241143,0.14540528385560486,0.007373823517703342,0.9005205335563412,0.7712228040376773
CID007704-1,0.3693577675155963,0.06798026892875889,0.007638057499153071,0.34318429790606314,0.1356352941513799,0.0762043139990487,0.7128687102371313,0.5679207241894865
CID007707-1,0.39978108883680247,0.3309973799633142,8.040848251351954e-06,0.1313901990446798,0.13780731660257664,1.597470437554067e-05,0.8163171824433986,0.702346218379436
CID007825-1,0.33712612590707,0.34641816547784743,0.040705357752044306,0.009575750240783054,0.23258055563317537,0.033594044989079655,0.8636988853002823,0.7498074638858515
CID007827-1,0.6459711053216398,0.2771027695432772,0.004135802522183527,0.02308272062466227,0.022849305506842426,0.026858296481394716,0.8078685832242855,0.7214837296694453
CID007829-1,0.22442575458759448,0.0003201362391848559,0.19204824852517965,0.29099527291052274,0.290939950007533,0.001270637729985302,0.7719933921320518,0.6777994314343698
CID007845-1,0.3455320084703346,0.14718629255084228,0.05638994906168728,0.3716559444689114,0.07165274265744308,0.0075830627907814705,0.7328063804491841,0.5441376198516144
CID007847-1,0.2297730533084789,0.09611913458227546,0.009201647471734985,0.23171014109537064,0.2086752463780793,0.2245207771640608,0.8767491473026661,0.7021526942251726
CID007849-1,0.35915008284938765,0.17584173163492278,0.01292610315102504,0.1624812595164464,0.21815421430256238,0.07144660854565567,0.8272620431522336,0.7001425208733176
CID008109-1,0.4226694179363916,0.18373225342573224,0.10597160987962798,0.003169527017865271,0.2843099463066258,0.0001472454337570725,0.8268998649143323,0.7058495666263022
CID008114-1,0.4319972982140744,0.011517437617412326,0.23589477699274825,0.2241760509465589,0.03952949356128085,0.05688494266792538,0.814630607574626,0.6454828956103053
CID008122-1,0.051349581600831626,0.35079479015612325,0.013576087089347417,0.28276987341174836,0.3004348187115125,0.0010748490304368118,0.7534445995822103,0.689253519847756
CID008457-1,0.07918975213210049,8.520845105965026e-05,0.13643210906691355,0.5865733787314279,0.18434864053542505,0.01337091108307338,0.8345215044299712,0.6803832517393962
CID008459-1,0.11596868934077385,0.20467370784805136,0.018903314842128142,0.27379331868903306,0.3732063714146213,0.013454597865392309,0.8072661187652457,0.7044445506570977
CID008460-1,0.20459781302352142,0.0387713100564679,0.0027219966262145043,0.40135453545506705,0.34329464651422836,0.009259698324500703,0.7750581549219262,0.6495175043043441
